IM Race-Ethnicity no Unknown,Age at death 18_Age Categories for NordPred,IM Subsite,IM Histology with All,APCs 2000-2019,Age-Adjusted Rate/Trend
3,4,2,2,8,0
3,4,2,2,9,0
3,4,2,2,10,0
3,4,2,2,11,0
3,4,2,2,12,0
3,4,2,2,13,0
3,4,2,2,14,0.12
3,4,2,2,15,0
3,4,2,2,16,0
3,4,2,2,17,0
3,4,2,2,18,0
3,4,2,2,19,0
3,4,2,2,20,0
3,4,2,2,21,0
3,4,3,0,0,~
3,4,3,0,1,~
3,4,3,0,2,0
3,4,3,0,3,0
3,4,3,0,4,0
3,4,3,0,5,0
3,4,3,0,6,0
3,4,3,0,7,0
3,4,3,0,8,0
3,4,3,0,9,0
3,4,3,0,10,0
3,4,3,0,11,0.13
3,4,3,0,12,0
3,4,3,0,13,0.12
3,4,3,0,14,0
3,4,3,0,15,0.12
3,4,3,0,16,0.12
3,4,3,0,17,0.12
3,4,3,0,18,0
3,4,3,0,19,0
3,4,3,0,20,0
3,4,3,0,21,0.36
3,4,3,1,0,~
3,4,3,1,1,~
3,4,3,1,2,0
3,4,3,1,3,0
3,4,3,1,4,0
3,4,3,1,5,0
3,4,3,1,6,0
3,4,3,1,7,0
3,4,3,1,8,0
3,4,3,1,9,0
3,4,3,1,10,0
3,4,3,1,11,0.13
3,4,3,1,12,0
3,4,3,1,13,0.12
3,4,3,1,14,0
3,4,3,1,15,0.12
3,4,3,1,16,0.12
3,4,3,1,17,0.12
3,4,3,1,18,0
3,4,3,1,19,0
3,4,3,1,20,0
3,4,3,1,21,0.36
3,4,3,2,0,~
3,4,3,2,1,~
3,4,3,2,2,0
3,4,3,2,3,0
3,4,3,2,4,0
3,4,3,2,5,0
3,4,3,2,6,0
3,4,3,2,7,0
3,4,3,2,8,0
3,4,3,2,9,0
3,4,3,2,10,0
3,4,3,2,11,0
3,4,3,2,12,0
3,4,3,2,13,0
3,4,3,2,14,0
3,4,3,2,15,0
3,4,3,2,16,0
3,4,3,2,17,0
3,4,3,2,18,0
3,4,3,2,19,0
3,4,3,2,20,0
3,4,3,2,21,0
3,5,0,0,0,98.37
3,5,0,0,1,2.4
3,5,0,0,2,0.14
3,5,0,0,3,0.41
3,5,0,0,4,0.13
3,5,0,0,5,0.39
3,5,0,0,6,0.13
3,5,0,0,7,0.25
3,5,0,0,8,0.6
3,5,0,0,9,0.12
3,5,0,0,10,0.23
3,5,0,0,11,0.46
3,5,0,0,12,0.12
3,5,0,0,13,0.11
3,5,0,0,14,0.33
3,5,0,0,15,0.43
3,5,0,0,16,0.31
3,5,0,0,17,0.1
3,5,0,0,18,0.66
3,5,0,0,19,0.55
3,5,0,0,20,0.37
3,5,0,0,21,0.28
3,5,0,1,0,98.37
3,5,0,1,1,2.4
3,5,0,1,2,0.14
3,5,0,1,3,0.41
3,5,0,1,4,0.13
3,5,0,1,5,0.39
3,5,0,1,6,0.13
3,5,0,1,7,0.25
3,5,0,1,8,0.6
3,5,0,1,9,0.12
3,5,0,1,10,0.23
3,5,0,1,11,0.46
3,5,0,1,12,0.12
3,5,0,1,13,0.11
3,5,0,1,14,0.33
3,5,0,1,15,0.43
3,5,0,1,16,0.31
3,5,0,1,17,0.1
3,5,0,1,18,0.66
3,5,0,1,19,0.55
3,5,0,1,20,0.37
3,5,0,1,21,0.28
3,5,0,2,0,~
3,5,0,2,1,~
3,5,0,2,2,0
3,5,0,2,3,0
3,5,0,2,4,0
3,5,0,2,5,0
3,5,0,2,6,0
3,5,0,2,7,0
3,5,0,2,8,0
3,5,0,2,9,0
3,5,0,2,10,0
3,5,0,2,11,0
3,5,0,2,12,0
3,5,0,2,13,0
3,5,0,2,14,0
3,5,0,2,15,0
3,5,0,2,16,0
3,5,0,2,17,0
3,5,0,2,18,0
3,5,0,2,19,0
3,5,0,2,20,0
3,5,0,2,21,0
3,5,1,0,0,~
3,5,1,0,1,~
3,5,1,0,2,0
3,5,1,0,3,0.14
3,5,1,0,4,0
3,5,1,0,5,0
3,5,1,0,6,0
3,5,1,0,7,0
3,5,1,0,8,0.24
3,5,1,0,9,0
3,5,1,0,10,0
3,5,1,0,11,0
3,5,1,0,12,0
3,5,1,0,13,0
3,5,1,0,14,0
3,5,1,0,15,0
3,5,1,0,16,0
3,5,1,0,17,0
3,5,1,0,18,0
3,5,1,0,19,0.18
3,5,1,0,20,0
3,5,1,0,21,0.09
3,5,1,1,0,~
3,5,1,1,1,~
3,5,1,1,2,0
3,5,1,1,3,0.14
3,5,1,1,4,0
3,5,1,1,5,0
3,5,1,1,6,0
3,5,1,1,7,0
3,5,1,1,8,0.24
3,5,1,1,9,0
3,5,1,1,10,0
3,5,1,1,11,0
3,5,1,1,12,0
3,5,1,1,13,0
3,5,1,1,14,0
3,5,1,1,15,0
3,5,1,1,16,0
3,5,1,1,17,0
3,5,1,1,18,0
3,5,1,1,19,0.18
3,5,1,1,20,0
3,5,1,1,21,0.09
3,5,1,2,0,~
3,5,1,2,1,~
3,5,1,2,2,0
3,5,1,2,3,0
3,5,1,2,4,0
3,5,1,2,5,0
3,5,1,2,6,0
3,5,1,2,7,0
3,5,1,2,8,0
3,5,1,2,9,0
3,5,1,2,10,0
3,5,1,2,11,0
3,5,1,2,12,0
3,5,1,2,13,0
3,5,1,2,14,0
3,5,1,2,15,0
3,5,1,2,16,0
3,5,1,2,17,0
3,5,1,2,18,0
3,5,1,2,19,0
3,5,1,2,20,0
3,5,1,2,21,0
3,5,2,0,0,-33.88
3,5,2,0,1,~
3,5,2,0,2,0.14
3,5,2,0,3,0.14
3,5,2,0,4,0.13
3,5,2,0,5,0.39
3,5,2,0,6,0.13
3,5,2,0,7,0.12
3,5,2,0,8,0.24
3,5,2,0,9,0
3,5,2,0,10,0.12
3,5,2,0,11,0.23
3,5,2,0,12,0
3,5,2,0,13,0.11
3,5,2,0,14,0.22
3,5,2,0,15,0.21
3,5,2,0,16,0.2
3,5,2,0,17,0
3,5,2,0,18,0.19
3,5,2,0,19,0.18
3,5,2,0,20,0.09
3,5,2,0,21,0.09
3,5,2,1,0,-33.88
3,5,2,1,1,~
3,5,2,1,2,0.14
3,5,2,1,3,0.14
3,5,2,1,4,0.13
3,5,2,1,5,0.39
3,5,2,1,6,0.13
3,5,2,1,7,0.12
3,5,2,1,8,0.24
3,5,2,1,9,0
3,5,2,1,10,0.12
3,5,2,1,11,0.23
3,5,2,1,12,0
3,5,2,1,13,0.11
3,5,2,1,14,0.22
3,5,2,1,15,0.21
3,5,2,1,16,0.2
3,5,2,1,17,0
3,5,2,1,18,0.19
3,5,2,1,19,0.18
3,5,2,1,20,0.09
3,5,2,1,21,0.09
3,5,2,2,0,~
3,5,2,2,1,~
3,5,2,2,2,0
3,5,2,2,3,0
3,5,2,2,4,0
3,5,2,2,5,0
3,5,2,2,6,0
3,5,2,2,7,0
3,5,2,2,8,0
3,5,2,2,9,0
3,5,2,2,10,0
3,5,2,2,11,0
3,5,2,2,12,0
3,5,2,2,13,0
3,5,2,2,14,0
3,5,2,2,15,0
3,5,2,2,16,0
3,5,2,2,17,0
3,5,2,2,18,0
3,5,2,2,19,0
3,5,2,2,20,0
3,5,2,2,21,0
3,5,3,0,0,~
3,5,3,0,1,~
3,5,3,0,2,0
3,5,3,0,3,0.14
3,5,3,0,4,0
3,5,3,0,5,0
3,5,3,0,6,0
3,5,3,0,7,0.12
3,5,3,0,8,0.12
3,5,3,0,9,0.12
3,5,3,0,10,0.12
3,5,3,0,11,0.23
3,5,3,0,12,0.12
3,5,3,0,13,0
3,5,3,0,14,0.11
3,5,3,0,15,0.21
3,5,3,0,16,0.1
3,5,3,0,17,0.1
3,5,3,0,18,0.47
3,5,3,0,19,0.18
3,5,3,0,20,0.28
3,5,3,0,21,0.09
3,5,3,1,0,~
3,5,3,1,1,~
3,5,3,1,2,0
3,5,3,1,3,0.14
3,5,3,1,4,0
3,5,3,1,5,0
3,5,3,1,6,0
3,5,3,1,7,0.12
3,5,3,1,8,0.12
3,5,3,1,9,0.12
3,5,3,1,10,0.12
3,5,3,1,11,0.23
3,5,3,1,12,0.12
3,5,3,1,13,0
3,5,3,1,14,0.11
3,5,3,1,15,0.21
3,5,3,1,16,0.1
3,5,3,1,17,0.1
3,5,3,1,18,0.47
3,5,3,1,19,0.18
3,5,3,1,20,0.28
3,5,3,1,21,0.09
3,5,3,2,0,~
3,5,3,2,1,~
3,5,3,2,2,0
3,5,3,2,3,0
3,5,3,2,4,0
3,5,3,2,5,0
3,5,3,2,6,0
3,5,3,2,7,0
3,5,3,2,8,0
3,5,3,2,9,0
3,5,3,2,10,0
3,5,3,2,11,0
3,5,3,2,12,0
3,5,3,2,13,0
3,5,3,2,14,0
3,5,3,2,15,0
3,5,3,2,16,0
3,5,3,2,17,0
3,5,3,2,18,0
3,5,3,2,19,0
3,5,3,2,20,0
3,5,3,2,21,0
3,6,0,0,0,55.35
3,6,0,0,1,-4.31
3,6,0,0,2,0.28
3,6,0,0,3,0.68
3,6,0,0,4,0.39
3,6,0,0,5,1.38
3,6,0,0,6,0.74
3,6,0,0,7,1.59
3,6,0,0,8,0.96
3,6,0,0,9,0.36
3,6,0,0,10,0.36
3,6,0,0,11,0.23
3,6,0,0,12,0.23
3,6,0,0,13,0.34
3,6,0,0,14,0.22
3,6,0,0,15,0.83
3,6,0,0,16,0.4
3,6,0,0,17,0.39
3,6,0,0,18,0.66
3,6,0,0,19,0.64
3,6,0,0,20,0.27
3,6,0,0,21,0.44
3,6,0,1,0,24.28
3,6,0,1,1,-4.82*
3,6,0,1,2,0.28
3,6,0,1,3,0.68
3,6,0,1,4,0.39
3,6,0,1,5,1.38
3,6,0,1,6,0.74
3,6,0,1,7,1.59
3,6,0,1,8,0.96
3,6,0,1,9,0.36
3,6,0,1,10,0.36
3,6,0,1,11,0.23
3,6,0,1,12,0.12
3,6,0,1,13,0.34
3,6,0,1,14,0.22
3,6,0,1,15,0.83
3,6,0,1,16,0.4
3,6,0,1,17,0.39
3,6,0,1,18,0.56
3,6,0,1,19,0.64
3,6,0,1,20,0.27
3,6,0,1,21,0.35
3,6,0,2,0,~
3,6,0,2,1,~
3,6,0,2,2,0
3,6,0,2,3,0
3,6,0,2,4,0
3,6,0,2,5,0
3,6,0,2,6,0
3,6,0,2,7,0
3,6,0,2,8,0
3,6,0,2,9,0
3,6,0,2,10,0
3,6,0,2,11,0
3,6,0,2,12,0.12
3,6,0,2,13,0
3,6,0,2,14,0
3,6,0,2,15,0
3,6,0,2,16,0
3,6,0,2,17,0
3,6,0,2,18,0
3,6,0,2,19,0
3,6,0,2,20,0
3,6,0,2,21,0
3,6,1,0,0,~
3,6,1,0,1,~
3,6,1,0,2,0
3,6,1,0,3,0.41
3,6,1,0,4,0
3,6,1,0,5,0
3,6,1,0,6,0.25
3,6,1,0,7,0
3,6,1,0,8,0.12
3,6,1,0,9,0
3,6,1,0,10,0
3,6,1,0,11,0
3,6,1,0,12,0
3,6,1,0,13,0.11
3,6,1,0,14,0
3,6,1,0,15,0
3,6,1,0,16,0.1
3,6,1,0,17,0
3,6,1,0,18,0.28
3,6,1,0,19,0.09
3,6,1,0,20,0
3,6,1,0,21,0
3,6,1,1,0,~
3,6,1,1,1,~
3,6,1,1,2,0
3,6,1,1,3,0.41
3,6,1,1,4,0
3,6,1,1,5,0
3,6,1,1,6,0.25
3,6,1,1,7,0
3,6,1,1,8,0.12
3,6,1,1,9,0
3,6,1,1,10,0
3,6,1,1,11,0
3,6,1,1,12,0
3,6,1,1,13,0.11
3,6,1,1,14,0
3,6,1,1,15,0
3,6,1,1,16,0.1
3,6,1,1,17,0
3,6,1,1,18,0.28
3,6,1,1,19,0.09
3,6,1,1,20,0
3,6,1,1,21,0
3,6,1,2,0,~
3,6,1,2,1,~
3,6,1,2,2,0
3,6,1,2,3,0
3,6,1,2,4,0
3,6,1,2,5,0
3,6,1,2,6,0
3,6,1,2,7,0
3,6,1,2,8,0
3,6,1,2,9,0
3,6,1,2,10,0
3,6,1,2,11,0
3,6,1,2,12,0
3,6,1,2,13,0
3,6,1,2,14,0
3,6,1,2,15,0
3,6,1,2,16,0
3,6,1,2,17,0
3,6,1,2,18,0
3,6,1,2,19,0
3,6,1,2,20,0
3,6,1,2,21,0
3,6,2,0,0,86.42
3,6,2,0,1,~
3,6,2,0,2,0.14
3,6,2,0,3,0.14
3,6,2,0,4,0.39
3,6,2,0,5,0.75
3,6,2,0,6,0.37
3,6,2,0,7,0.98
3,6,2,0,8,0.48
3,6,2,0,9,0.12
3,6,2,0,10,0
3,6,2,0,11,0.12
3,6,2,0,12,0.12
3,6,2,0,13,0.22
3,6,2,0,14,0.11
3,6,2,0,15,0.52
3,6,2,0,16,0.1
3,6,2,0,17,0.1
3,6,2,0,18,0.19
3,6,2,0,19,0.37
3,6,2,0,20,0.09
3,6,2,0,21,0.26
3,6,2,1,0,86.42
3,6,2,1,1,~
3,6,2,1,2,0.14
3,6,2,1,3,0.14
3,6,2,1,4,0.39
3,6,2,1,5,0.75
3,6,2,1,6,0.37
3,6,2,1,7,0.98
3,6,2,1,8,0.48
3,6,2,1,9,0.12
3,6,2,1,10,0
3,6,2,1,11,0.12
3,6,2,1,12,0.12
3,6,2,1,13,0.22
3,6,2,1,14,0.11
3,6,2,1,15,0.52
3,6,2,1,16,0.1
3,6,2,1,17,0.1
3,6,2,1,18,0.09
3,6,2,1,19,0.37
3,6,2,1,20,0.09
3,6,2,1,21,0.26
3,6,2,2,0,~
3,6,2,2,1,~
3,6,2,2,2,0
3,6,2,2,3,0
3,6,2,2,4,0
3,6,2,2,5,0
3,6,2,2,6,0
3,6,2,2,7,0
3,6,2,2,8,0
3,6,2,2,9,0
3,6,2,2,10,0
3,6,2,2,11,0
3,6,2,2,12,0
3,6,2,2,13,0
3,6,2,2,14,0
3,6,2,2,15,0
3,6,2,2,16,0
3,6,2,2,17,0
3,6,2,2,18,0
3,6,2,2,19,0
3,6,2,2,20,0
3,6,2,2,21,0
3,6,3,0,0,24.28
3,6,3,0,1,~
3,6,3,0,2,0.14
3,6,3,0,3,0.14
3,6,3,0,4,0
3,6,3,0,5,0.63
3,6,3,0,6,0.12
3,6,3,0,7,0.61
3,6,3,0,8,0.36
3,6,3,0,9,0.24
3,6,3,0,10,0.36
3,6,3,0,11,0.12
3,6,3,0,12,0.12
3,6,3,0,13,0
3,6,3,0,14,0.11
3,6,3,0,15,0.31
3,6,3,0,16,0.2
3,6,3,0,17,0.29
3,6,3,0,18,0.19
3,6,3,0,19,0.18
3,6,3,0,20,0.18
3,6,3,0,21,0.18
3,6,3,1,0,-37.86
3,6,3,1,1,~
3,6,3,1,2,0.14
3,6,3,1,3,0.14
3,6,3,1,4,0
3,6,3,1,5,0.63
3,6,3,1,6,0.12
3,6,3,1,7,0.61
3,6,3,1,8,0.36
3,6,3,1,9,0.24
3,6,3,1,10,0.36
3,6,3,1,11,0.12
3,6,3,1,12,0
3,6,3,1,13,0
3,6,3,1,14,0.11
3,6,3,1,15,0.31
3,6,3,1,16,0.2
3,6,3,1,17,0.29
3,6,3,1,18,0.19
3,6,3,1,19,0.18
3,6,3,1,20,0.18
3,6,3,1,21,0.09
3,6,3,2,0,~
3,6,3,2,1,~
3,6,3,2,2,0
3,6,3,2,3,0
3,6,3,2,4,0
3,6,3,2,5,0
3,6,3,2,6,0
3,6,3,2,7,0
3,6,3,2,8,0
3,6,3,2,9,0
3,6,3,2,10,0
3,6,3,2,11,0
3,6,3,2,12,0.12
3,6,3,2,13,0
3,6,3,2,14,0
3,6,3,2,15,0
3,6,3,2,16,0
3,6,3,2,17,0
3,6,3,2,18,0
3,6,3,2,19,0
3,6,3,2,20,0
3,6,3,2,21,0
3,7,0,0,0,27.34
3,7,0,0,1,-1.5
3,7,0,0,2,0.43
3,7,0,0,3,0.7
3,7,0,0,4,0.97
3,7,0,0,5,1.9
3,7,0,0,6,0.93
3,7,0,0,7,1.41
3,7,0,0,8,1.73
3,7,0,0,9,1.07
3,7,0,0,10,0.92
3,7,0,0,11,0.79
3,7,0,0,12,0.89
3,7,0,0,13,0.88
3,7,0,0,14,1.2
3,7,0,0,15,0.87
3,7,0,0,16,0.75
3,7,0,0,17,1.14
3,7,0,0,18,1.01
3,7,0,0,19,1.07
3,7,0,0,20,1.13
3,7,0,0,21,0.55
3,7,0,1,0,6.11
3,7,0,1,1,-1.78
3,7,0,1,2,0.43
3,7,0,1,3,0.7
3,7,0,1,4,0.97
3,7,0,1,5,1.77
3,7,0,1,6,0.93
3,7,0,1,7,1.28
3,7,0,1,8,1.73
3,7,0,1,9,0.83
3,7,0,1,10,0.8
3,7,0,1,11,0.79
3,7,0,1,12,0.78
3,7,0,1,13,0.77
3,7,0,1,14,1.2
3,7,0,1,15,0.76
3,7,0,1,16,0.75
3,7,0,1,17,1.04
3,7,0,1,18,0.91
3,7,0,1,19,0.97
3,7,0,1,20,1.03
3,7,0,1,21,0.46
3,7,0,2,0,~
3,7,0,2,1,~
3,7,0,2,2,0
3,7,0,2,3,0
3,7,0,2,4,0
3,7,0,2,5,0
3,7,0,2,6,0
3,7,0,2,7,0
3,7,0,2,8,0
3,7,0,2,9,0
3,7,0,2,10,0
3,7,0,2,11,0
3,7,0,2,12,0
3,7,0,2,13,0
3,7,0,2,14,0
3,7,0,2,15,0.11
3,7,0,2,16,0
3,7,0,2,17,0
3,7,0,2,18,0
3,7,0,2,19,0
3,7,0,2,20,0
3,7,0,2,21,0.09
3,7,1,0,0,~
3,7,1,0,1,~
3,7,1,0,2,0
3,7,1,0,3,0.14
3,7,1,0,4,0
3,7,1,0,5,0
3,7,1,0,6,0
3,7,1,0,7,0.13
3,7,1,0,8,0
3,7,1,0,9,0.24
3,7,1,0,10,0.11
3,7,1,0,11,0
3,7,1,0,12,0.22
3,7,1,0,13,0.11
3,7,1,0,14,0
3,7,1,0,15,0.11
3,7,1,0,16,0
3,7,1,0,17,0
3,7,1,0,18,0
3,7,1,0,19,0.19
3,7,1,0,20,0.19
3,7,1,0,21,0.09
3,7,1,1,0,~
3,7,1,1,1,~
3,7,1,1,2,0
3,7,1,1,3,0.14
3,7,1,1,4,0
3,7,1,1,5,0
3,7,1,1,6,0
3,7,1,1,7,0.13
3,7,1,1,8,0
3,7,1,1,9,0.24
3,7,1,1,10,0.11
3,7,1,1,11,0
3,7,1,1,12,0.22
3,7,1,1,13,0.11
3,7,1,1,14,0
3,7,1,1,15,0.11
3,7,1,1,16,0
3,7,1,1,17,0
3,7,1,1,18,0
3,7,1,1,19,0.19
3,7,1,1,20,0.09
3,7,1,1,21,0.09
3,7,1,2,0,~
3,7,1,2,1,~
3,7,1,2,2,0
3,7,1,2,3,0
3,7,1,2,4,0
3,7,1,2,5,0
3,7,1,2,6,0
3,7,1,2,7,0
3,7,1,2,8,0
3,7,1,2,9,0
3,7,1,2,10,0
3,7,1,2,11,0
3,7,1,2,12,0
3,7,1,2,13,0
3,7,1,2,14,0
3,7,1,2,15,0
3,7,1,2,16,0
3,7,1,2,17,0
3,7,1,2,18,0
3,7,1,2,19,0
3,7,1,2,20,0
3,7,1,2,21,0
3,7,2,0,0,-4.5
3,7,2,0,1,~
3,7,2,0,2,0.29
3,7,2,0,3,0
3,7,2,0,4,0.69
3,7,2,0,5,0.95
3,7,2,0,6,0.8
3,7,2,0,7,0.9
3,7,2,0,8,0.87
3,7,2,0,9,0.71
3,7,2,0,10,0.46
3,7,2,0,11,0.67
3,7,2,0,12,0.22
3,7,2,0,13,0.22
3,7,2,0,14,0.98
3,7,2,0,15,0.76
3,7,2,0,16,0.43
3,7,2,0,17,0.73
3,7,2,0,18,0.5
3,7,2,0,19,0.68
3,7,2,0,20,0.47
3,7,2,0,21,0.27
3,7,2,1,0,-36.33
3,7,2,1,1,~
3,7,2,1,2,0.29
3,7,2,1,3,0
3,7,2,1,4,0.69
3,7,2,1,5,0.95
3,7,2,1,6,0.8
3,7,2,1,7,0.77
3,7,2,1,8,0.87
3,7,2,1,9,0.47
3,7,2,1,10,0.46
3,7,2,1,11,0.67
3,7,2,1,12,0.22
3,7,2,1,13,0.22
3,7,2,1,14,0.98
3,7,2,1,15,0.65
3,7,2,1,16,0.43
3,7,2,1,17,0.73
3,7,2,1,18,0.4
3,7,2,1,19,0.68
3,7,2,1,20,0.47
3,7,2,1,21,0.18
3,7,2,2,0,~
3,7,2,2,1,~
3,7,2,2,2,0
3,7,2,2,3,0
3,7,2,2,4,0
3,7,2,2,5,0
3,7,2,2,6,0
3,7,2,2,7,0
3,7,2,2,8,0
3,7,2,2,9,0
3,7,2,2,10,0
3,7,2,2,11,0
3,7,2,2,12,0
3,7,2,2,13,0
3,7,2,2,14,0
3,7,2,2,15,0.11
3,7,2,2,16,0
3,7,2,2,17,0
3,7,2,2,18,0
3,7,2,2,19,0
3,7,2,2,20,0
3,7,2,2,21,0.09
3,7,3,0,0,27.34
3,7,3,0,1,~
3,7,3,0,2,0.14
3,7,3,0,3,0.56
3,7,3,0,4,0.28
3,7,3,0,5,0.95
3,7,3,0,6,0.13
3,7,3,0,7,0.39
3,7,3,0,8,0.87
3,7,3,0,9,0.12
3,7,3,0,10,0.34
3,7,3,0,11,0.11
3,7,3,0,12,0.44
3,7,3,0,13,0.55
3,7,3,0,14,0.22
3,7,3,0,15,0
3,7,3,0,16,0.32
3,7,3,0,17,0.42
3,7,3,0,18,0.5
3,7,3,0,19,0.19
3,7,3,0,20,0.47
3,7,3,0,21,0.18
3,7,3,1,0,27.34
3,7,3,1,1,~
3,7,3,1,2,0.14
3,7,3,1,3,0.56
3,7,3,1,4,0.28
3,7,3,1,5,0.82
3,7,3,1,6,0.13
3,7,3,1,7,0.39
3,7,3,1,8,0.87
3,7,3,1,9,0.12
3,7,3,1,10,0.23
3,7,3,1,11,0.11
3,7,3,1,12,0.33
3,7,3,1,13,0.44
3,7,3,1,14,0.22
3,7,3,1,15,0
3,7,3,1,16,0.32
3,7,3,1,17,0.31
3,7,3,1,18,0.5
3,7,3,1,19,0.1
3,7,3,1,20,0.47
3,7,3,1,21,0.18
3,7,3,2,0,~
3,7,3,2,1,~
3,7,3,2,2,0
3,7,3,2,3,0
3,7,3,2,4,0
3,7,3,2,5,0
3,7,3,2,6,0
3,7,3,2,7,0
3,7,3,2,8,0
3,7,3,2,9,0
3,7,3,2,10,0
3,7,3,2,11,0
3,7,3,2,12,0
3,7,3,2,13,0
3,7,3,2,14,0
3,7,3,2,15,0
3,7,3,2,16,0
3,7,3,2,17,0
3,7,3,2,18,0
3,7,3,2,19,0
3,7,3,2,20,0
3,7,3,2,21,0
3,8,0,0,0,84.07
3,8,0,0,1,-1.46
3,8,0,0,2,0.11
3,8,0,0,3,0.27
3,8,0,0,4,0.2
3,8,0,0,5,0.5
3,8,0,0,6,0.24
3,8,0,0,7,0.45
3,8,0,0,8,0.49
3,8,0,0,9,0.21
3,8,0,0,10,0.23
3,8,0,0,11,0.25
3,8,0,0,12,0.17
3,8,0,0,13,0.19
3,8,0,0,14,0.26
3,8,0,0,15,0.3
3,8,0,0,16,0.2
3,8,0,0,17,0.28
3,8,0,0,18,0.31
3,8,0,0,19,0.34
3,8,0,0,20,0.23
3,8,0,0,21,0.21
3,8,0,1,0,62.75
3,8,0,1,1,-1.84
3,8,0,1,2,0.11
3,8,0,1,3,0.27
3,8,0,1,4,0.2
3,8,0,1,5,0.48
3,8,0,1,6,0.24
3,8,0,1,7,0.43
3,8,0,1,8,0.49
3,8,0,1,9,0.18
3,8,0,1,10,0.2
3,8,0,1,11,0.25
3,8,0,1,12,0.14
3,8,0,1,13,0.18
3,8,0,1,14,0.25
3,8,0,1,15,0.29
3,8,0,1,16,0.2
3,8,0,1,17,0.26
3,8,0,1,18,0.29
3,8,0,1,19,0.31
3,8,0,1,20,0.22
3,8,0,1,21,0.18
3,8,0,2,0,~
3,8,0,2,1,~
3,8,0,2,2,0
3,8,0,2,3,0
3,8,0,2,4,0
3,8,0,2,5,0
3,8,0,2,6,0
3,8,0,2,7,0
3,8,0,2,8,0
3,8,0,2,9,0
3,8,0,2,10,0
3,8,0,2,11,0
3,8,0,2,12,0.01
3,8,0,2,13,0
3,8,0,2,14,0.01
3,8,0,2,15,0.02
3,8,0,2,16,0
3,8,0,2,17,0
3,8,0,2,18,0
3,8,0,2,19,0.02
3,8,0,2,20,0
3,8,0,2,21,0.01
3,8,1,0,0,~
3,8,1,0,1,~
3,8,1,0,2,0
3,8,1,0,3,0.09
3,8,1,0,4,0
3,8,1,0,5,0
3,8,1,0,6,0.03
3,8,1,0,7,0.02
3,8,1,0,8,0.04
3,8,1,0,9,0.03
3,8,1,0,10,0.02
3,8,1,0,11,0.02
3,8,1,0,12,0.03
3,8,1,0,13,0.03
3,8,1,0,14,0
3,8,1,0,15,0.02
3,8,1,0,16,0.01
3,8,1,0,17,0
3,8,1,0,18,0.05
3,8,1,0,19,0.07
3,8,1,0,20,0.03
3,8,1,0,21,0.02
3,8,1,1,0,~
3,8,1,1,1,~
3,8,1,1,2,0
3,8,1,1,3,0.09
3,8,1,1,4,0
3,8,1,1,5,0
3,8,1,1,6,0.03
3,8,1,1,7,0.02
3,8,1,1,8,0.04
3,8,1,1,9,0.03
3,8,1,1,10,0.02
3,8,1,1,11,0.02
3,8,1,1,12,0.03
3,8,1,1,13,0.03
3,8,1,1,14,0
3,8,1,1,15,0.02
3,8,1,1,16,0.01
3,8,1,1,17,0
3,8,1,1,18,0.05
3,8,1,1,19,0.07
3,8,1,1,20,0.01
3,8,1,1,21,0.02
3,8,1,2,0,~
3,8,1,2,1,~
3,8,1,2,2,0
3,8,1,2,3,0
3,8,1,2,4,0
3,8,1,2,5,0
3,8,1,2,6,0
3,8,1,2,7,0
3,8,1,2,8,0
3,8,1,2,9,0
3,8,1,2,10,0
3,8,1,2,11,0
3,8,1,2,12,0
3,8,1,2,13,0
3,8,1,2,14,0
3,8,1,2,15,0
3,8,1,2,16,0
3,8,1,2,17,0
3,8,1,2,18,0
3,8,1,2,19,0
3,8,1,2,20,0
3,8,1,2,21,0
3,8,2,0,0,10.83
3,8,2,0,1,-2.55
3,8,2,0,2,0.07
3,8,2,0,3,0.05
3,8,2,0,4,0.16
3,8,2,0,5,0.29
3,8,2,0,6,0.17
3,8,2,0,7,0.28
3,8,2,0,8,0.24
3,8,2,0,9,0.12
3,8,2,0,10,0.11
3,8,2,0,11,0.17
3,8,2,0,12,0.05
3,8,2,0,13,0.07
3,8,2,0,14,0.21
3,8,2,0,15,0.21
3,8,2,0,16,0.1
3,8,2,0,17,0.16
3,8,2,0,18,0.12
3,8,2,0,19,0.19
3,8,2,0,20,0.09
3,8,2,0,21,0.08
3,8,2,1,0,-6.61
3,8,2,1,1,-2.98
3,8,2,1,2,0.07
3,8,2,1,3,0.05
3,8,2,1,4,0.16
3,8,2,1,5,0.29
3,8,2,1,6,0.17
3,8,2,1,7,0.27
3,8,2,1,8,0.24
3,8,2,1,9,0.08
3,8,2,1,10,0.09
3,8,2,1,11,0.17
3,8,2,1,12,0.05
3,8,2,1,13,0.07
3,8,2,1,14,0.19
3,8,2,1,15,0.2
3,8,2,1,16,0.1
3,8,2,1,17,0.16
3,8,2,1,18,0.09
3,8,2,1,19,0.18
3,8,2,1,20,0.09
3,8,2,1,21,0.07
3,8,2,2,0,~
3,8,2,2,1,~
3,8,2,2,2,0
3,8,2,2,3,0
3,8,2,2,4,0
3,8,2,2,5,0
3,8,2,2,6,0
3,8,2,2,7,0
3,8,2,2,8,0
3,8,2,2,9,0
3,8,2,2,10,0
3,8,2,2,11,0
3,8,2,2,12,0
3,8,2,2,13,0
3,8,2,2,14,0.01
3,8,2,2,15,0.02
3,8,2,2,16,0
3,8,2,2,17,0
3,8,2,2,18,0
3,8,2,2,19,0.02
