"IM Race-Ethnicity no Unknown","IM Modelling Subsite","18_Age Categories for NordPred","IM Histology with All","Incidence 5-year LATEST","Crude Rate","Count","Population"
2,0,12,2,2,1.36,4,293759
2,0,12,2,3,1.86,6,322313
2,0,13,0,0,18.02,26,144305
2,0,13,0,1,12.15,22,181101
2,0,13,0,2,19.73,46,233179
2,0,13,0,3,20.09,55,273806
2,0,13,1,0,15.25,22,144305
2,0,13,1,1,9.39,17,181101
2,0,13,1,2,15.87,37,233179
2,0,13,1,3,16.43,45,273806
2,0,13,2,0,1.39,2,144305
2,0,13,2,1,1.10,2,181101
2,0,13,2,2,2.57,6,233179
2,0,13,2,3,2.56,7,273806
2,0,14,0,0,31.92,33,103395
2,0,14,0,1,24.29,31,127630
2,0,14,0,2,31.22,51,163369
2,0,14,0,3,23.92,51,213230
2,0,14,1,0,25.15,26,103395
2,0,14,1,1,19.59,25,127630
2,0,14,1,2,25.10,41,163369
2,0,14,1,3,18.76,40,213230
2,0,14,2,0,0.97,1,103395
2,0,14,2,1,2.35,3,127630
2,0,14,2,2,3.06,5,163369
2,0,14,2,3,2.34,5,213230
2,0,15,0,0,45.05,34,75479
2,0,15,0,1,34.11,30,87949
2,0,15,0,2,41.74,46,110208
2,0,15,0,3,27.15,40,147339
2,0,15,1,0,38.42,29,75479
2,0,15,1,1,28.43,25,87949
2,0,15,1,2,35.39,39,110208
2,0,15,1,3,22.40,33,147339
2,0,15,2,0,2.65,2,75479
2,0,15,2,1,2.27,2,87949
2,0,15,2,2,1.81,2,110208
2,0,15,2,3,2.71,4,147339
2,0,16,0,0,65.30,34,52071
2,0,16,0,1,51.90,31,59728
2,0,16,0,2,55.53,40,72038
2,0,16,0,3,33.58,32,95301
2,0,16,1,0,59.53,31,52071
2,0,16,1,1,41.86,25,59728
2,0,16,1,2,43.03,31,72038
2,0,16,1,3,24.13,23,95301
2,0,16,2,0,5.76,3,52071
2,0,16,2,1,5.02,3,59728
2,0,16,2,2,2.78,2,72038
2,0,16,2,3,5.25,5,95301
2,0,17,0,0,63.88,20,31307
2,0,17,0,1,78.61,30,38163
2,0,17,0,2,47.71,22,46111
2,0,17,0,3,37.68,22,58393
2,0,17,1,0,54.30,17,31307
2,0,17,1,1,65.51,25,38163
2,0,17,1,2,45.54,21,46111
2,0,17,1,3,29.11,17,58393
2,0,17,2,0,0.00,0,31307
2,0,17,2,1,5.24,2,38163
2,0,17,2,2,2.17,1,46111
2,0,17,2,3,5.14,3,58393
2,0,18,0,0,62.24,16,25706
2,0,18,0,1,47.18,14,29673
2,0,18,0,2,55.74,22,39468
2,0,18,0,3,37.26,21,56366
2,0,18,1,0,54.46,14,25706
2,0,18,1,1,33.70,10,29673
2,0,18,1,2,35.47,14,39468
2,0,18,1,3,31.93,18,56366
2,0,18,2,0,0.00,0,25706
2,0,18,2,1,0.00,0,29673
2,0,18,2,2,0.00,0,39468
2,0,18,2,3,1.77,1,56366
2,0,19,0,0,5.72,255,4458996
2,0,19,0,1,6.03,275,4558890
2,0,19,0,2,7.40,348,4701908
2,0,19,0,3,7.81,378,4838832
2,0,19,1,0,4.82,215,4458996
2,0,19,1,1,4.89,223,4558890
2,0,19,1,2,6.08,286,4701908
2,0,19,1,3,6.20,300,4838832
2,0,19,2,0,0.34,15,4458996
2,0,19,2,1,0.53,24,4558890
2,0,19,2,2,0.60,28,4701908
2,0,19,2,3,1.01,49,4838832
2,1,0,0,0,0.00,0,339404
2,1,0,0,1,0.00,0,341010
2,1,0,0,2,0.00,0,345478
2,1,0,0,3,0.00,0,321360
2,1,0,1,0,0.00,0,339404
2,1,0,1,1,0.00,0,341010
2,1,0,1,2,0.00,0,345478
2,1,0,1,3,0.00,0,321360
2,1,0,2,0,0.00,0,339404
2,1,0,2,1,0.00,0,341010
2,1,0,2,2,0.00,0,345478
2,1,0,2,3,0.00,0,321360
2,1,1,0,0,0.00,0,371748
2,1,1,0,1,0.00,0,339029
2,1,1,0,2,0.00,0,345254
2,1,1,0,3,0.00,0,340139
2,1,1,1,0,0.00,0,371748
2,1,1,1,1,0.00,0,339029
2,1,1,1,2,0.00,0,345254
2,1,1,1,3,0.00,0,340139
2,1,1,2,0,0.00,0,371748
2,1,1,2,1,0.00,0,339029
2,1,1,2,2,0.00,0,345254
2,1,1,2,3,0.00,0,340139
2,1,2,0,0,0.00,0,429093
2,1,2,0,1,0.00,0,384789
2,1,2,0,2,0.00,0,354679
2,1,2,0,3,0.00,0,341460
2,1,2,1,0,0.00,0,429093
2,1,2,1,1,0.00,0,384789
2,1,2,1,2,0.00,0,354679
2,1,2,1,3,0.00,0,341460
2,1,2,2,0,0.00,0,429093
2,1,2,2,1,0.00,0,384789
2,1,2,2,2,0.00,0,354679
2,1,2,2,3,0.00,0,341460
2,1,3,0,0,0.00,0,409522
2,1,3,0,1,0.24,1,425147
2,1,3,0,2,0.00,0,381308
2,1,3,0,3,0.29,1,350045
2,1,3,1,0,0.00,0,409522
2,1,3,1,1,0.00,0,425147
2,1,3,1,2,0.00,0,381308
2,1,3,1,3,0.00,0,350045
2,1,3,2,0,0.00,0,409522
2,1,3,2,1,0.24,1,425147
2,1,3,2,2,0.00,0,381308
2,1,3,2,3,0.29,1,350045
2,1,4,0,0,0.00,0,354641
2,1,4,0,1,0.00,0,373904
2,1,4,0,2,0.00,0,396003
2,1,4,0,3,0.00,0,379468
2,1,4,1,0,0.00,0,354641
2,1,4,1,1,0.00,0,373904
2,1,4,1,2,0.00,0,396003
2,1,4,1,3,0.00,0,379468
2,1,4,2,0,0.00,0,354641
2,1,4,2,1,0.00,0,373904
2,1,4,2,2,0.00,0,396003
2,1,4,2,3,0.00,0,379468
2,1,5,0,0,0.66,2,303409
2,1,5,0,1,0.00,0,320793
2,1,5,0,2,0.29,1,347993
2,1,5,0,3,0.25,1,398676
2,1,5,1,0,0.66,2,303409
2,1,5,1,1,0.00,0,320793
2,1,5,1,2,0.00,0,347993
2,1,5,1,3,0.25,1,398676
2,1,5,2,0,0.00,0,303409
2,1,5,2,1,0.00,0,320793
2,1,5,2,2,0.29,1,347993
2,1,5,2,3,0.00,0,398676
2,1,6,0,0,0.95,3,314185
2,1,6,0,1,0.69,2,290066
2,1,6,0,2,0.32,1,314916
2,1,6,0,3,2.04,7,343395
2,1,6,1,0,0.95,3,314185
2,1,6,1,1,0.69,2,290066
2,1,6,1,2,0.32,1,314916
2,1,6,1,3,1.75,6,343395
2,1,6,2,0,0.00,0,314185
2,1,6,2,1,0.00,0,290066
2,1,6,2,2,0.00,0,314916
2,1,6,2,3,0.29,1,343395
2,1,7,0,0,1.16,4,343610
2,1,7,0,1,1.64,5,305433
2,1,7,0,2,1.39,4,287785
2,1,7,0,3,1.30,4,308476
2,1,7,1,0,1.16,4,343610
2,1,7,1,1,1.64,5,305433
2,1,7,1,2,1.04,3,287785
2,1,7,1,3,0.97,3,308476
2,1,7,2,0,0.00,0,343610
2,1,7,2,1,0.00,0,305433
2,1,7,2,2,0.35,1,287785
2,1,7,2,3,0.32,1,308476
2,1,8,0,0,0.31,9,2865612
2,1,8,0,1,0.29,8,2780171
2,1,8,0,2,0.22,6,2773416
2,1,8,0,3,0.47,13,2783019
2,1,8,1,0,0.31,9,2865612
2,1,8,1,1,0.25,7,2780171
2,1,8,1,2,0.14,4,2773416
2,1,8,1,3,0.36,10,2783019
2,1,8,2,0,0.00,0,2865612
2,1,8,2,1,0.04,1,2780171
2,1,8,2,2,0.07,2,2773416
2,1,8,2,3,0.11,3,2783019
2,1,9,0,0,1.11,4,360657
2,1,9,0,1,0.89,3,336129
2,1,9,0,2,2.32,7,301576
2,1,9,0,3,2.85,8,280568
2,1,9,1,0,0.55,2,360657
2,1,9,1,1,0.89,3,336129
2,1,9,1,2,1.66,5,301576
2,1,9,1,3,1.78,5,280568
2,1,9,2,0,0.00,0,360657
2,1,9,2,1,0.00,0,336129
2,1,9,2,2,0.66,2,301576
2,1,9,2,3,1.07,3,280568
2,1,10,0,0,3.07,10,325924
2,1,10,0,1,3.97,14,352330
2,1,10,0,2,4.25,14,329386
2,1,10,0,3,3.41,10,293002
2,1,10,1,0,2.45,8,325924
2,1,10,1,1,3.97,14,352330
2,1,10,1,2,3.64,12,329386
2,1,10,1,3,2.73,8,293002
2,1,10,2,0,0.31,1,325924
2,1,10,2,1,0.00,0,352330
2,1,10,2,2,0.61,2,329386
2,1,10,2,3,0.34,1,293002
2,1,11,0,0,2.93,8,273135
2,1,11,0,1,2.88,9,312246
2,1,11,0,2,4.42,15,339398
2,1,11,0,3,6.34,20,315495
2,1,11,1,0,2.56,7,273135
2,1,11,1,1,2.88,9,312246
2,1,11,1,2,4.42,15,339398
2,1,11,1,3,5.07,16,315495
2,1,11,2,0,0.00,0,273135
2,1,11,2,1,0.00,0,312246
2,1,11,2,2,0.00,0,339398
2,1,11,2,3,0.95,3,315495
2,1,12,0,0,5.96,12,201405
2,1,12,0,1,6.70,17,253770
2,1,12,0,2,4.77,14,293759
2,1,12,0,3,7.45,24,322313
2,1,12,1,0,5.46,11,201405
2,1,12,1,1,5.52,14,253770
2,1,12,1,2,3.74,11,293759
2,1,12,1,3,5.89,19,322313
2,1,12,2,0,0.50,1,201405
2,1,12,2,1,0.39,1,253770
2,1,12,2,2,0.68,2,293759
2,1,12,2,3,1.55,5,322313
2,1,13,0,0,11.78,17,144305
2,1,13,0,1,5.52,10,181101
2,1,13,0,2,11.15,26,233179
2,1,13,0,3,6.57,18,273806
2,1,13,1,0,10.39,15,144305
2,1,13,1,1,3.87,7,181101
2,1,13,1,2,9.01,21,233179
2,1,13,1,3,4.75,13,273806
2,1,13,2,0,1.39,2,144305
2,1,13,2,1,0.00,0,181101
2,1,13,2,2,1.29,3,233179
2,1,13,2,3,1.83,5,273806
2,1,14,0,0,13.54,14,103395
2,1,14,0,1,13.32,17,127630
2,1,14,0,2,12.85,21,163369
2,1,14,0,3,12.66,27,213230
2,1,14,1,0,11.61,12,103395
2,1,14,1,1,12.54,16,127630
2,1,14,1,2,10.41,17,163369
2,1,14,1,3,10.32,22,213230
2,1,14,2,0,0.97,1,103395
2,1,14,2,1,0.78,1,127630
2,1,14,2,2,1.84,3,163369
2,1,14,2,3,1.88,4,213230
2,1,15,0,0,34.45,26,75479
2,1,15,0,1,14.78,13,87949
2,1,15,0,2,19.05,21,110208
2,1,15,0,3,12.90,19,147339
2,1,15,1,0,31.80,24,75479
2,1,15,1,1,12.51,11,87949
2,1,15,1,2,18.15,20,110208
2,1,15,1,3,10.86,16,147339
2,1,15,2,0,1.32,1,75479
2,1,15,2,1,2.27,2,87949
2,1,15,2,2,0.91,1,110208
2,1,15,2,3,2.04,3,147339
2,1,16,0,0,40.33,21,52071
2,1,16,0,1,23.44,14,59728
2,1,16,0,2,24.99,18,72038
2,1,16,0,3,13.64,13,95301
2,1,16,1,0,36.49,19,52071
2,1,16,1,1,20.09,12,59728
2,1,16,1,2,23.60,17,72038
2,1,16,1,3,11.54,11,95301
2,1,16,2,0,3.84,2,52071
2,1,16,2,1,3.35,2,59728
2,1,16,2,2,1.39,1,72038
2,1,16,2,3,2.10,2,95301
2,1,17,0,0,28.75,9,31307
2,1,17,0,1,49.79,19,38163
2,1,17,0,2,21.69,10,46111
2,1,17,0,3,22.26,13,58393
2,1,17,1,0,25.55,8,31307
2,1,17,1,1,41.93,16,38163
2,1,17,1,2,19.52,9,46111
2,1,17,1,3,18.84,11,58393
2,1,17,2,0,0.00,0,31307
2,1,17,2,1,2.62,1,38163
2,1,17,2,2,2.17,1,46111
2,1,17,2,3,3.43,2,58393
2,1,18,0,0,31.12,8,25706
2,1,18,0,1,16.85,5,29673
2,1,18,0,2,20.27,8,39468
2,1,18,0,3,15.97,9,56366
2,1,18,1,0,27.23,7,25706
2,1,18,1,1,10.11,3,29673
2,1,18,1,2,17.74,7,39468
2,1,18,1,3,15.97,9,56366
2,1,18,2,0,0.00,0,25706
2,1,18,2,1,0.00,0,29673
2,1,18,2,2,0.00,0,39468
2,1,18,2,3,0.00,0,56366
2,1,19,0,0,3.09,138,4458996
2,1,19,0,1,2.83,129,4558890
2,1,19,0,2,3.40,160,4701908
2,1,19,0,3,3.60,174,4838832
2,1,19,1,0,2.74,122,4458996
2,1,19,1,1,2.46,112,4558890
2,1,19,1,2,2.93,138,4701908
2,1,19,1,3,2.89,140,4838832
2,1,19,2,0,0.18,8,4458996
2,1,19,2,1,0.18,8,4558890
2,1,19,2,2,0.36,17,4701908
2,1,19,2,3,0.64,31,4838832
2,2,0,0,0,0.00,0,339404
2,2,0,0,1,0.00,0,341010
2,2,0,0,2,0.00,0,345478
2,2,0,0,3,0.00,0,321360
2,2,0,1,0,0.00,0,339404
2,2,0,1,1,0.00,0,341010
2,2,0,1,2,0.00,0,345478
2,2,0,1,3,0.00,0,321360
2,2,0,2,0,0.00,0,339404
2,2,0,2,1,0.00,0,341010
2,2,0,2,2,0.00,0,345478
2,2,0,2,3,0.00,0,321360
2,2,1,0,0,0.00,0,371748
2,2,1,0,1,0.00,0,339029
2,2,1,0,2,0.00,0,345254
2,2,1,0,3,0.00,0,340139
2,2,1,1,0,0.00,0,371748
2,2,1,1,1,0.00,0,339029
2,2,1,1,2,0.00,0,345254
2,2,1,1,3,0.00,0,340139
2,2,1,2,0,0.00,0,371748
2,2,1,2,1,0.00,0,339029
2,2,1,2,2,0.00,0,345254
2,2,1,2,3,0.00,0,340139
2,2,2,0,0,0.00,0,429093
2,2,2,0,1,0.00,0,384789
2,2,2,0,2,0.00,0,354679
2,2,2,0,3,0.00,0,341460
2,2,2,1,0,0.00,0,429093
2,2,2,1,1,0.00,0,384789
2,2,2,1,2,0.00,0,354679
2,2,2,1,3,0.00,0,341460
2,2,2,2,0,0.00,0,429093
2,2,2,2,1,0.00,0,384789
2,2,2,2,2,0.00,0,354679
2,2,2,2,3,0.00,0,341460
2,2,3,0,0,0.00,0,409522
2,2,3,0,1,0.00,0,425147
2,2,3,0,2,0.00,0,381308
2,2,3,0,3,0.29,1,350045
2,2,3,1,0,0.00,0,409522
2,2,3,1,1,0.00,0,425147
2,2,3,1,2,0.00,0,381308
2,2,3,1,3,0.29,1,350045
2,2,3,2,0,0.00,0,409522
2,2,3,2,1,0.00,0,425147
2,2,3,2,2,0.00,0,381308
2,2,3,2,3,0.00,0,350045
2,2,4,0,0,0.00,0,354641
2,2,4,0,1,0.27,1,373904
2,2,4,0,2,0.00,0,396003
2,2,4,0,3,0.00,0,379468
2,2,4,1,0,0.00,0,354641
2,2,4,1,1,0.00,0,373904
2,2,4,1,2,0.00,0,396003
2,2,4,1,3,0.00,0,379468
2,2,4,2,0,0.00,0,354641
2,2,4,2,1,0.00,0,373904
2,2,4,2,2,0.00,0,396003
2,2,4,2,3,0.00,0,379468
2,2,5,0,0,0.00,0,303409
2,2,5,0,1,0.00,0,320793
2,2,5,0,2,0.00,0,347993
2,2,5,0,3,0.00,0,398676
2,2,5,1,0,0.00,0,303409
2,2,5,1,1,0.00,0,320793
2,2,5,1,2,0.00,0,347993
2,2,5,1,3,0.00,0,398676
2,2,5,2,0,0.00,0,303409
2,2,5,2,1,0.00,0,320793
2,2,5,2,2,0.00,0,347993
2,2,5,2,3,0.00,0,398676
2,2,6,0,0,0.32,1,314185
2,2,6,0,1,0.34,1,290066
2,2,6,0,2,0.00,0,314916
2,2,6,0,3,0.00,0,343395
2,2,6,1,0,0.32,1,314185
2,2,6,1,1,0.34,1,290066
2,2,6,1,2,0.00,0,314916
2,2,6,1,3,0.00,0,343395
2,2,6,2,0,0.00,0,314185
2,2,6,2,1,0.00,0,290066
2,2,6,2,2,0.00,0,314916
2,2,6,2,3,0.00,0,343395
2,2,7,0,0,0.29,1,343610
2,2,7,0,1,0.33,1,305433
2,2,7,0,2,1.39,4,287785
2,2,7,0,3,0.97,3,308476
2,2,7,1,0,0.29,1,343610
2,2,7,1,1,0.00,0,305433
2,2,7,1,2,1.39,4,287785
2,2,7,1,3,0.97,3,308476
2,2,7,2,0,0.00,0,343610
2,2,7,2,1,0.33,1,305433
2,2,7,2,2,0.00,0,287785
2,2,7,2,3,0.00,0,308476
2,2,8,0,0,0.07,2,2865612
2,2,8,0,1,0.11,3,2780171
2,2,8,0,2,0.14,4,2773416
2,2,8,0,3,0.14,4,2783019
2,2,8,1,0,0.07,2,2865612
2,2,8,1,1,0.04,1,2780171
2,2,8,1,2,0.14,4,2773416
2,2,8,1,3,0.14,4,2783019
2,2,8,2,0,0.00,0,2865612
2,2,8,2,1,0.04,1,2780171
2,2,8,2,2,0.00,0,2773416
2,2,8,2,3,0.00,0,2783019
2,2,9,0,0,0.55,2,360657
2,2,9,0,1,0.89,3,336129
2,2,9,0,2,0.00,0,301576
2,2,9,0,3,0.71,2,280568
2,2,9,1,0,0.55,2,360657
2,2,9,1,1,0.89,3,336129
2,2,9,1,2,0.00,0,301576
2,2,9,1,3,0.36,1,280568
2,2,9,2,0,0.00,0,360657
2,2,9,2,1,0.00,0,336129
2,2,9,2,2,0.00,0,301576
2,2,9,2,3,0.36,1,280568
2,2,10,0,0,0.92,3,325924
2,2,10,0,1,0.85,3,352330
2,2,10,0,2,1.52,5,329386
2,2,10,0,3,2.05,6,293002
2,2,10,1,0,0.92,3,325924
2,2,10,1,1,0.85,3,352330
2,2,10,1,2,1.52,5,329386
2,2,10,1,3,2.05,6,293002
2,2,10,2,0,0.00,0,325924
2,2,10,2,1,0.00,0,352330
2,2,10,2,2,0.00,0,329386
2,2,10,2,3,0.00,0,293002
2,2,11,0,0,1.10,3,273135
2,2,11,0,1,1.60,5,312246
2,2,11,0,2,3.24,11,339398
2,2,11,0,3,2.22,7,315495
2,2,11,1,0,1.10,3,273135
2,2,11,1,1,1.60,5,312246
2,2,11,1,2,3.24,11,339398
2,2,11,1,3,1.58,5,315495
2,2,11,2,0,0.00,0,273135
2,2,11,2,1,0.00,0,312246
2,2,11,2,2,0.00,0,339398
2,2,11,2,3,0.00,0,315495
2,2,12,0,0,2.98,6,201405
2,2,12,0,1,1.18,3,253770
2,2,12,0,2,3.40,10,293759
2,2,12,0,3,2.48,8,322313
2,2,12,1,0,2.98,6,201405
2,2,12,1,1,1.18,3,253770
2,2,12,1,2,2.72,8,293759
2,2,12,1,3,2.48,8,322313
2,2,12,2,0,0.00,0,201405
2,2,12,2,1,0.00,0,253770
2,2,12,2,2,0.34,1,293759
2,2,12,2,3,0.00,0,322313
2,2,13,0,0,2.77,4,144305
2,2,13,0,1,2.76,5,181101
2,2,13,0,2,5.15,12,233179
2,2,13,0,3,6.57,18,273806
2,2,13,1,0,2.77,4,144305
2,2,13,1,1,2.76,5,181101
2,2,13,1,2,4.29,10,233179
2,2,13,1,3,6.57,18,273806
2,2,13,2,0,0.00,0,144305
2,2,13,2,1,0.00,0,181101
2,2,13,2,2,0.86,2,233179
2,2,13,2,3,0.00,0,273806
2,2,14,0,0,8.70,9,103395
2,2,14,0,1,4.70,6,127630
2,2,14,0,2,8.57,14,163369
2,2,14,0,3,3.75,8,213230
2,2,14,1,0,6.77,7,103395
2,2,14,1,1,4.70,6,127630
2,2,14,1,2,7.35,12,163369
2,2,14,1,3,3.28,7,213230
2,2,14,2,0,0.00,0,103395
2,2,14,2,1,0.00,0,127630
2,2,14,2,2,0.61,1,163369
2,2,14,2,3,0.00,0,213230
2,2,15,0,0,5.30,4,75479
2,2,15,0,1,7.96,7,87949
2,2,15,0,2,10.89,12,110208
2,2,15,0,3,3.39,5,147339
2,2,15,1,0,3.97,3,75479
2,2,15,1,1,7.96,7,87949
2,2,15,1,2,9.07,10,110208
2,2,15,1,3,3.39,5,147339
2,2,15,2,0,0.00,0,75479
2,2,15,2,1,0.00,0,87949
2,2,15,2,2,0.00,0,110208
2,2,15,2,3,0.00,0,147339
2,2,16,0,0,17.28,9,52071
2,2,16,0,1,6.70,4,59728
2,2,16,0,2,13.88,10,72038
2,2,16,0,3,6.30,6,95301
2,2,16,1,0,17.28,9,52071
2,2,16,1,1,6.70,4,59728
2,2,16,1,2,11.11,8,72038
2,2,16,1,3,6.30,6,95301
2,2,16,2,0,0.00,0,52071
2,2,16,2,1,0.00,0,59728
2,2,16,2,2,0.00,0,72038
2,2,16,2,3,0.00,0,95301
2,2,17,0,0,12.78,4,31307
2,2,17,0,1,7.86,3,38163
2,2,17,0,2,10.84,5,46111
2,2,17,0,3,1.71,1,58393
2,2,17,1,0,12.78,4,31307
2,2,17,1,1,7.86,3,38163
2,2,17,1,2,10.84,5,46111
2,2,17,1,3,1.71,1,58393
2,2,17,2,0,0.00,0,31307
2,2,17,2,1,0.00,0,38163
2,2,17,2,2,0.00,0,46111
2,2,17,2,3,0.00,0,58393
2,2,18,0,0,11.67,3,25706
2,2,18,0,1,13.48,4,29673
2,2,18,0,2,12.67,5,39468
2,2,18,0,3,8.87,5,56366
2,2,18,1,0,7.78,2,25706
2,2,18,1,1,13.48,4,29673
2,2,18,1,2,7.60,3,39468
2,2,18,1,3,8.87,5,56366
2,2,18,2,0,0.00,0,25706
2,2,18,2,1,0.00,0,29673
2,2,18,2,2,0.00,0,39468
2,2,18,2,3,0.00,0,56366
2,2,19,0,0,1.10,49,4458996
2,2,19,0,1,1.01,46,4558890
2,2,19,0,2,1.87,88,4701908
2,2,19,0,3,1.45,70,4838832
2,2,19,1,0,1.01,45,4458996
2,2,19,1,1,0.97,44,4558890
2,2,19,1,2,1.62,76,4701908
2,2,19,1,3,1.36,66,4838832
2,2,19,2,0,0.00,0,4458996
2,2,19,2,1,0.02,1,4558890
2,2,19,2,2,0.09,4,4701908
2,2,19,2,3,0.02,1,4838832
2,3,0,0,0,0.00,0,339404
2,3,0,0,1,0.00,0,341010
2,3,0,0,2,0.00,0,345478
2,3,0,0,3,0.00,0,321360
2,3,0,1,0,0.00,0,339404
2,3,0,1,1,0.00,0,341010
2,3,0,1,2,0.00,0,345478
2,3,0,1,3,0.00,0,321360
2,3,0,2,0,0.00,0,339404
2,3,0,2,1,0.00,0,341010
2,3,0,2,2,0.00,0,345478
2,3,0,2,3,0.00,0,321360
2,3,1,0,0,0.00,0,371748
2,3,1,0,1,0.00,0,339029
2,3,1,0,2,0.00,0,345254
2,3,1,0,3,0.00,0,340139
2,3,1,1,0,0.00,0,371748
2,3,1,1,1,0.00,0,339029
2,3,1,1,2,0.00,0,345254
2,3,1,1,3,0.00,0,340139
2,3,1,2,0,0.00,0,371748
2,3,1,2,1,0.00,0,339029
2,3,1,2,2,0.00,0,345254
2,3,1,2,3,0.00,0,340139
2,3,2,0,0,0.00,0,429093
2,3,2,0,1,0.00,0,384789
2,3,2,0,2,0.00,0,354679
2,3,2,0,3,0.00,0,341460
2,3,2,1,0,0.00,0,429093
2,3,2,1,1,0.00,0,384789
2,3,2,1,2,0.00,0,354679
2,3,2,1,3,0.00,0,341460
2,3,2,2,0,0.00,0,429093
2,3,2,2,1,0.00,0,384789
2,3,2,2,2,0.00,0,354679
2,3,2,2,3,0.00,0,341460
2,3,3,0,0,0.00,0,409522
2,3,3,0,1,0.00,0,425147
2,3,3,0,2,0.00,0,381308
2,3,3,0,3,0.29,1,350045
2,3,3,1,0,0.00,0,409522
2,3,3,1,1,0.00,0,425147
2,3,3,1,2,0.00,0,381308
2,3,3,1,3,0.29,1,350045
2,3,3,2,0,0.00,0,409522
2,3,3,2,1,0.00,0,425147
2,3,3,2,2,0.00,0,381308
2,3,3,2,3,0.00,0,350045
2,3,4,0,0,0.28,1,354641
2,3,4,0,1,0.00,0,373904
2,3,4,0,2,0.25,1,396003
2,3,4,0,3,0.00,0,379468
2,3,4,1,0,0.28,1,354641
2,3,4,1,1,0.00,0,373904
2,3,4,1,2,0.25,1,396003
2,3,4,1,3,0.00,0,379468
2,3,4,2,0,0.00,0,354641
2,3,4,2,1,0.00,0,373904
2,3,4,2,2,0.00,0,396003
2,3,4,2,3,0.00,0,379468
2,3,5,0,0,0.00,0,303409
2,3,5,0,1,0.62,2,320793
2,3,5,0,2,0.29,1,347993
2,3,5,0,3,0.50,2,398676
2,3,5,1,0,0.00,0,303409
2,3,5,1,1,0.62,2,320793
2,3,5,1,2,0.29,1,347993
2,3,5,1,3,0.50,2,398676
2,3,5,2,0,0.00,0,303409
2,3,5,2,1,0.00,0,320793
2,3,5,2,2,0.00,0,347993
2,3,5,2,3,0.00,0,398676
2,3,6,0,0,0.32,1,314185
2,3,6,0,1,0.69,2,290066
2,3,6,0,2,0.95,3,314916
2,3,6,0,3,0.58,2,343395
2,3,6,1,0,0.32,1,314185
2,3,6,1,1,0.69,2,290066
2,3,6,1,2,0.64,2,314916
2,3,6,1,3,0.29,1,343395
2,3,6,2,0,0.00,0,314185
2,3,6,2,1,0.00,0,290066
2,3,6,2,2,0.32,1,314916
2,3,6,2,3,0.00,0,343395
2,3,7,0,0,0.58,2,343610
2,3,7,0,1,1.64,5,305433
2,3,7,0,2,2.43,7,287785
2,3,7,0,3,2.27,7,308476
2,3,7,1,0,0.29,1,343610
2,3,7,1,1,1.31,4,305433
2,3,7,1,2,2.08,6,287785
2,3,7,1,3,1.62,5,308476
2,3,7,2,0,0.00,0,343610
2,3,7,2,1,0.00,0,305433
2,3,7,2,2,0.00,0,287785
2,3,7,2,3,0.65,2,308476
2,3,8,0,0,0.14,4,2865612
2,3,8,0,1,0.32,9,2780171
2,3,8,0,2,0.43,12,2773416
2,3,8,0,3,0.43,12,2783019
2,3,8,1,0,0.10,3,2865612
2,3,8,1,1,0.29,8,2780171
2,3,8,1,2,0.36,10,2773416
2,3,8,1,3,0.32,9,2783019
2,3,8,2,0,0.00,0,2865612
2,3,8,2,1,0.00,0,2780171
2,3,8,2,2,0.04,1,2773416
2,3,8,2,3,0.07,2,2783019
2,3,9,0,0,0.83,3,360657
2,3,9,0,1,1.49,5,336129
2,3,9,0,2,1.33,4,301576
2,3,9,0,3,1.78,5,280568
2,3,9,1,0,0.55,2,360657
2,3,9,1,1,0.89,3,336129
2,3,9,1,2,0.99,3,301576
2,3,9,1,3,1.43,4,280568
2,3,9,2,0,0.28,1,360657
2,3,9,2,1,0.30,1,336129
2,3,9,2,2,0.00,0,301576
2,3,9,2,3,0.36,1,280568
2,3,10,0,0,1.84,6,325924
2,3,10,0,1,3.12,11,352330
2,3,10,0,2,1.82,6,329386
2,3,10,0,3,2.73,8,293002
2,3,10,1,0,1.23,4,325924
2,3,10,1,1,2.27,8,352330
2,3,10,1,2,1.52,5,329386
2,3,10,1,3,2.39,7,293002
2,3,10,2,0,0.00,0,325924
2,3,10,2,1,0.28,1,352330
2,3,10,2,2,0.00,0,329386
2,3,10,2,3,0.34,1,293002
2,3,11,0,0,2.20,6,273135
2,3,11,0,1,3.84,12,312246
2,3,11,0,2,0.88,3,339398
2,3,11,0,3,6.02,19,315495
2,3,11,1,0,1.83,5,273135
2,3,11,1,1,2.24,7,312246
2,3,11,1,2,0.29,1,339398
2,3,11,1,3,4.12,13,315495
2,3,11,2,0,0.00,0,273135
2,3,11,2,1,0.96,3,312246
2,3,11,2,2,0.29,1,339398
2,3,11,2,3,0.95,3,315495
2,3,12,0,0,6.95,14,201405
2,3,12,0,1,4.73,12,253770
2,3,12,0,2,3.40,10,293759
2,3,12,0,3,3.41,11,322313
2,3,12,1,0,4.47,9,201405
2,3,12,1,1,3.15,8,253770
2,3,12,1,2,3.06,9,293759
2,3,12,1,3,2.79,9,322313
2,3,12,2,0,1.99,4,201405
2,3,12,2,1,1.58,4,253770
2,3,12,2,2,0.34,1,293759
2,3,12,2,3,0.31,1,322313
2,3,13,0,0,3.46,5,144305
2,3,13,0,1,3.87,7,181101
2,3,13,0,2,3.43,8,233179
2,3,13,0,3,6.94,19,273806
2,3,13,1,0,2.08,3,144305
2,3,13,1,1,2.76,5,181101
2,3,13,1,2,2.57,6,233179
