"IM Race-Ethnicity no Unknown","18_Age Categories for NordPred","IM Subsite","IM Histology with All","IM 5-year LATEST","Age-Adjusted Rate","Count","Population"
3,4,2,3,1,^,^,49646198
3,4,2,3,2,^,^,56807722
3,4,2,3,3,^,^,64775281
3,4,3,0,0,^,^,42718207
3,4,3,0,1,^,^,49646198
3,4,3,0,2,^,^,56807722
3,4,3,0,3,^,^,64775281
3,4,3,1,0,^,^,42718207
3,4,3,1,1,^,^,49646198
3,4,3,1,2,^,^,56807722
3,4,3,1,3,^,^,64775281
3,4,3,2,0,^,^,42718207
3,4,3,2,1,^,^,49646198
3,4,3,2,2,^,^,56807722
3,4,3,2,3,^,^,64775281
3,4,3,3,0,^,^,42718207
3,4,3,3,1,^,^,49646198
3,4,3,3,2,^,^,56807722
3,4,3,3,3,^,^,64775281
3,5,0,0,0,0.03,16,42718207
3,5,0,0,1,0.03,18,49646198
3,5,0,0,2,0.03,19,56807722
3,5,0,0,3,0.03,22,64775281
3,5,0,1,0,0.03,16,42718207
3,5,0,1,1,0.03,18,49646198
3,5,0,1,2,0.03,19,56807722
3,5,0,1,3,0.03,23,64775281
3,5,0,2,0,0.03,15,42718207
3,5,0,2,1,0.03,18,49646198
3,5,0,2,2,0.02,17,56807722
3,5,0,2,3,0.03,22,64775281
3,5,0,3,0,^,^,42718207
3,5,0,3,1,^,^,49646198
3,5,0,3,2,^,^,56807722
3,5,0,3,3,^,^,64775281
3,5,1,0,0,^,^,42718207
3,5,1,0,1,^,^,49646198
3,5,1,0,2,^,^,56807722
3,5,1,0,3,^,^,64775281
3,5,1,1,0,^,^,42718207
3,5,1,1,1,^,^,49646198
3,5,1,1,2,^,^,56807722
3,5,1,1,3,^,^,64775281
3,5,1,2,0,^,^,42718207
3,5,1,2,1,^,^,49646198
3,5,1,2,2,^,^,56807722
3,5,1,2,3,^,^,64775281
3,5,1,3,0,^,^,42718207
3,5,1,3,1,^,^,49646198
3,5,1,3,2,^,^,56807722
3,5,1,3,3,^,^,64775281
3,5,2,0,0,0.02,10,42718207
3,5,2,0,1,^,^,49646198
3,5,2,0,2,0.02,11,56807722
3,5,2,0,3,^,^,64775281
3,5,2,1,0,0.02,10,42718207
3,5,2,1,1,^,^,49646198
3,5,2,1,2,0.02,11,56807722
3,5,2,1,3,^,^,64775281
3,5,2,2,0,0.02,10,42718207
3,5,2,2,1,^,^,49646198
3,5,2,2,2,0.01,10,56807722
3,5,2,2,3,^,^,64775281
3,5,2,3,0,^,^,42718207
3,5,2,3,1,^,^,49646198
3,5,2,3,2,^,^,56807722
3,5,2,3,3,^,^,64775281
3,5,3,0,0,^,^,42718207
3,5,3,0,1,^,^,49646198
3,5,3,0,2,^,^,56807722
3,5,3,0,3,0.02,13,64775281
3,5,3,1,0,^,^,42718207
3,5,3,1,1,^,^,49646198
3,5,3,1,2,^,^,56807722
3,5,3,1,3,0.02,13,64775281
3,5,3,2,0,^,^,42718207
3,5,3,2,1,^,^,49646198
3,5,3,2,2,^,^,56807722
3,5,3,2,3,0.02,13,64775281
3,5,3,3,0,^,^,42718207
3,5,3,3,1,^,^,49646198
3,5,3,3,2,^,^,56807722
3,5,3,3,3,^,^,64775281
3,6,0,0,0,0.06,31,42718207
3,6,0,0,1,0.07,39,49646198
3,6,0,0,2,0.05,30,56807722
3,6,0,0,3,0.06,40,64775281
3,6,0,1,0,0.06,31,42718207
3,6,0,1,1,0.07,39,49646198
3,6,0,1,2,0.05,30,56807722
3,6,0,1,3,0.06,42,64775281
3,6,0,2,0,0.06,31,42718207
3,6,0,2,1,0.07,37,49646198
3,6,0,2,2,0.05,30,56807722
3,6,0,2,3,0.06,40,64775281
3,6,0,3,0,^,^,42718207
3,6,0,3,1,^,^,49646198
3,6,0,3,2,^,^,56807722
3,6,0,3,3,^,^,64775281
3,6,1,0,0,^,^,42718207
3,6,1,0,1,^,^,49646198
3,6,1,0,2,^,^,56807722
3,6,1,0,3,^,^,64775281
3,6,1,1,0,^,^,42718207
3,6,1,1,1,^,^,49646198
3,6,1,1,2,^,^,56807722
3,6,1,1,3,^,^,64775281
3,6,1,2,0,^,^,42718207
3,6,1,2,1,^,^,49646198
3,6,1,2,2,^,^,56807722
3,6,1,2,3,^,^,64775281
3,6,1,3,0,^,^,42718207
3,6,1,3,1,^,^,49646198
3,6,1,3,2,^,^,56807722
3,6,1,3,3,^,^,64775281
3,6,2,0,0,0.03,15,42718207
3,6,2,0,1,0.04,24,49646198
3,6,2,0,2,0.02,15,56807722
3,6,2,0,3,0.02,16,64775281
3,6,2,1,0,0.03,15,42718207
3,6,2,1,1,0.04,24,49646198
3,6,2,1,2,0.02,15,56807722
3,6,2,1,3,0.02,17,64775281
3,6,2,2,0,0.03,15,42718207
3,6,2,2,1,0.04,23,49646198
3,6,2,2,2,0.02,15,56807722
3,6,2,2,3,0.02,16,64775281
3,6,2,3,0,^,^,42718207
3,6,2,3,1,^,^,49646198
3,6,2,3,2,^,^,56807722
3,6,2,3,3,^,^,64775281
3,6,3,0,0,0.02,11,42718207
3,6,3,0,1,0.02,13,49646198
3,6,3,0,2,0.02,10,56807722
3,6,3,0,3,0.02,15,64775281
3,6,3,1,0,0.02,11,42718207
3,6,3,1,1,0.02,13,49646198
3,6,3,1,2,0.02,10,56807722
3,6,3,1,3,0.02,16,64775281
3,6,3,2,0,0.02,11,42718207
3,6,3,2,1,0.02,13,49646198
3,6,3,2,2,0.02,10,56807722
3,6,3,2,3,0.02,15,64775281
3,6,3,3,0,^,^,42718207
3,6,3,3,1,^,^,49646198
3,6,3,3,2,^,^,56807722
3,6,3,3,3,^,^,64775281
3,7,0,0,0,0.09,39,42718207
3,7,0,0,1,0.14,70,49646198
3,7,0,0,2,0.11,60,56807722
3,7,0,0,3,0.11,70,64775281
3,7,0,1,0,0.09,40,42718207
3,7,0,1,1,0.15,75,49646198
3,7,0,1,2,0.12,65,56807722
3,7,0,1,3,0.12,78,64775281
3,7,0,2,0,0.09,39,42718207
3,7,0,2,1,0.14,69,49646198
3,7,0,2,2,0.10,57,56807722
3,7,0,2,3,0.10,65,64775281
3,7,0,3,0,^,^,42718207
3,7,0,3,1,^,^,49646198
3,7,0,3,2,^,^,56807722
3,7,0,3,3,^,^,64775281
3,7,1,0,0,^,^,42718207
3,7,1,0,1,^,^,49646198
3,7,1,0,2,^,^,56807722
3,7,1,0,3,0.02,10,64775281
3,7,1,1,0,^,^,42718207
3,7,1,1,1,^,^,49646198
3,7,1,1,2,^,^,56807722
3,7,1,1,3,0.02,12,64775281
3,7,1,2,0,^,^,42718207
3,7,1,2,1,^,^,49646198
3,7,1,2,2,^,^,56807722
3,7,1,2,3,^,^,64775281
3,7,1,3,0,^,^,42718207
3,7,1,3,1,^,^,49646198
3,7,1,3,2,^,^,56807722
3,7,1,3,3,^,^,64775281
3,7,2,0,0,0.05,21,42718207
3,7,2,0,1,0.08,41,49646198
3,7,2,0,2,0.07,38,56807722
3,7,2,0,3,0.06,39,64775281
3,7,2,1,0,0.05,21,42718207
3,7,2,1,1,0.09,44,49646198
3,7,2,1,2,0.07,40,56807722
3,7,2,1,3,0.07,41,64775281
3,7,2,2,0,0.05,21,42718207
3,7,2,2,1,0.08,41,49646198
3,7,2,2,2,0.06,35,56807722
3,7,2,2,3,0.06,37,64775281
3,7,2,3,0,^,^,42718207
3,7,2,3,1,^,^,49646198
3,7,2,3,2,^,^,56807722
3,7,2,3,3,^,^,64775281
3,7,3,0,0,0.03,15,42718207
3,7,3,0,1,0.05,24,49646198
3,7,3,0,2,0.03,15,56807722
3,7,3,0,3,0.03,21,64775281
3,7,3,1,0,0.04,16,42718207
3,7,3,1,1,0.05,26,49646198
3,7,3,1,2,0.03,18,56807722
3,7,3,1,3,0.04,25,64775281
3,7,3,2,0,0.03,15,42718207
3,7,3,2,1,0.05,23,49646198
3,7,3,2,2,0.03,15,56807722
3,7,3,2,3,0.03,19,64775281
3,7,3,3,0,^,^,42718207
3,7,3,3,1,^,^,49646198
3,7,3,3,2,^,^,56807722
3,7,3,3,3,^,^,64775281
3,8,0,0,0,0.18,89,42718207
3,8,0,0,1,0.26,138,49646198
3,8,0,0,2,0.19,115,56807722
3,8,0,0,3,0.23,152,64775281
3,8,0,1,0,0.18,90,42718207
3,8,0,1,1,0.27,145,49646198
3,8,0,1,2,0.20,120,56807722
3,8,0,1,3,0.24,163,64775281
3,8,0,2,0,0.18,88,42718207
3,8,0,2,1,0.25,135,49646198
3,8,0,2,2,0.18,109,56807722
3,8,0,2,3,0.22,146,64775281
3,8,0,3,0,^,^,42718207
3,8,0,3,1,^,^,49646198
3,8,0,3,2,^,^,56807722
3,8,0,3,3,^,^,64775281
3,8,1,0,0,0.02,10,42718207
3,8,1,0,1,0.02,11,49646198
3,8,1,0,2,0.02,12,56807722
3,8,1,0,3,0.04,27,64775281
3,8,1,1,0,0.02,10,42718207
3,8,1,1,1,0.02,11,49646198
3,8,1,1,2,0.02,12,56807722
3,8,1,1,3,0.05,30,64775281
3,8,1,2,0,0.02,10,42718207
3,8,1,2,1,0.02,10,49646198
3,8,1,2,2,0.02,12,56807722
3,8,1,2,3,0.04,26,64775281
3,8,1,3,0,^,^,42718207
3,8,1,3,1,^,^,49646198
3,8,1,3,2,^,^,56807722
3,8,1,3,3,^,^,64775281
3,8,2,0,0,0.10,48,42718207
3,8,2,0,1,0.15,79,49646198
3,8,2,0,2,0.11,67,56807722
3,8,2,0,3,0.10,67,64775281
3,8,2,1,0,0.10,48,42718207
3,8,2,1,1,0.16,84,49646198
3,8,2,1,2,0.12,69,56807722
3,8,2,1,3,0.11,70,64775281
3,8,2,2,0,0.10,48,42718207
3,8,2,2,1,0.15,78,49646198
3,8,2,2,2,0.10,62,56807722
3,8,2,2,3,0.10,64,64775281
3,8,2,3,0,^,^,42718207
3,8,2,3,1,^,^,49646198
3,8,2,3,2,^,^,56807722
3,8,2,3,3,^,^,64775281
3,8,3,0,0,0.06,31,42718207
3,8,3,0,1,0.09,48,49646198
3,8,3,0,2,0.06,36,56807722
3,8,3,0,3,0.08,58,64775281
3,8,3,1,0,0.07,32,42718207
3,8,3,1,1,0.09,50,49646198
3,8,3,1,2,0.06,39,56807722
3,8,3,1,3,0.09,63,64775281
3,8,3,2,0,0.06,30,42718207
3,8,3,2,1,0.09,47,49646198
3,8,3,2,2,0.06,35,56807722
3,8,3,2,3,0.08,56,64775281
3,8,3,3,0,^,^,42718207
3,8,3,3,1,^,^,49646198
3,8,3,3,2,^,^,56807722
3,8,3,3,3,^,^,64775281
3,9,0,0,0,0.20,87,42718207
3,9,0,0,1,0.19,89,49646198
3,9,0,0,2,0.18,102,56807722
3,9,0,0,3,0.22,133,64775281
3,9,0,1,0,0.22,94,42718207
3,9,0,1,1,0.20,96,49646198
3,9,0,1,2,0.19,105,56807722
3,9,0,1,3,0.23,139,64775281
3,9,0,2,0,0.20,85,42718207
3,9,0,2,1,0.19,89,49646198
3,9,0,2,2,0.18,99,56807722
3,9,0,2,3,0.20,124,64775281
3,9,0,3,0,^,^,42718207
3,9,0,3,1,^,^,49646198
3,9,0,3,2,^,^,56807722
3,9,0,3,3,^,^,64775281
3,9,1,0,0,0.03,13,42718207
3,9,1,0,1,0.02,11,49646198
3,9,1,0,2,0.02,11,56807722
3,9,1,0,3,0.04,23,64775281
3,9,1,1,0,0.03,14,42718207
3,9,1,1,1,0.02,11,49646198
3,9,1,1,2,0.03,14,56807722
3,9,1,1,3,0.04,23,64775281
3,9,1,2,0,0.03,13,42718207
3,9,1,2,1,0.02,11,49646198
3,9,1,2,2,0.02,11,56807722
3,9,1,2,3,0.03,21,64775281
3,9,1,3,0,^,^,42718207
3,9,1,3,1,^,^,49646198
3,9,1,3,2,^,^,56807722
3,9,1,3,3,^,^,64775281
3,9,2,0,0,0.09,38,42718207
3,9,2,0,1,0.10,47,49646198
3,9,2,0,2,0.11,60,56807722
3,9,2,0,3,0.13,78,64775281
3,9,2,1,0,0.09,39,42718207
3,9,2,1,1,0.10,49,49646198
3,9,2,1,2,0.11,60,56807722
3,9,2,1,3,0.13,78,64775281
3,9,2,2,0,0.09,38,42718207
3,9,2,2,1,0.10,47,49646198
3,9,2,2,2,0.11,59,56807722
3,9,2,2,3,0.12,75,64775281
3,9,2,3,0,^,^,42718207
3,9,2,3,1,^,^,49646198
3,9,2,3,2,^,^,56807722
3,9,2,3,3,^,^,64775281
3,9,3,0,0,0.08,36,42718207
3,9,3,0,1,0.07,31,49646198
3,9,3,0,2,0.06,31,56807722
3,9,3,0,3,0.05,32,64775281
3,9,3,1,0,0.10,41,42718207
3,9,3,1,1,0.08,36,49646198
3,9,3,1,2,0.06,31,56807722
3,9,3,1,3,0.06,38,64775281
3,9,3,2,0,0.08,34,42718207
3,9,3,2,1,0.07,31,49646198
3,9,3,2,2,0.05,29,56807722
3,9,3,2,3,0.05,28,64775281
3,9,3,3,0,^,^,42718207
3,9,3,3,1,^,^,49646198
3,9,3,3,2,^,^,56807722
3,9,3,3,3,^,^,64775281
3,10,0,0,0,0.24,108,42718207
3,10,0,0,1,0.31,160,49646198
3,10,0,0,2,0.25,147,56807722
3,10,0,0,3,0.23,154,64775281
3,10,0,1,0,0.27,117,42718207
3,10,0,1,1,0.33,173,49646198
3,10,0,1,2,0.28,162,56807722
3,10,0,1,3,0.24,159,64775281
3,10,0,2,0,0.24,107,42718207
3,10,0,2,1,0.30,158,49646198
3,10,0,2,2,0.24,143,56807722
3,10,0,2,3,0.22,147,64775281
3,10,0,3,0,^,^,42718207
3,10,0,3,1,^,^,49646198
3,10,0,3,2,^,^,56807722
3,10,0,3,3,^,^,64775281
3,10,1,0,0,0.03,12,42718207
3,10,1,0,1,0.03,18,49646198
3,10,1,0,2,0.03,19,56807722
3,10,1,0,3,0.04,23,64775281
3,10,1,1,0,0.03,14,42718207
3,10,1,1,1,0.04,22,49646198
3,10,1,1,2,0.04,21,56807722
3,10,1,1,3,0.04,23,64775281
3,10,1,2,0,0.03,12,42718207
3,10,1,2,1,0.03,18,49646198
3,10,1,2,2,0.03,18,56807722
3,10,1,2,3,0.04,23,64775281
3,10,1,3,0,^,^,42718207
3,10,1,3,1,^,^,49646198
3,10,1,3,2,^,^,56807722
3,10,1,3,3,^,^,64775281
3,10,2,0,0,0.13,58,42718207
3,10,2,0,1,0.18,94,49646198
3,10,2,0,2,0.13,79,56807722
3,10,2,0,3,0.12,78,64775281
3,10,2,1,0,0.14,60,42718207
3,10,2,1,1,0.18,95,49646198
3,10,2,1,2,0.14,82,56807722
3,10,2,1,3,0.12,80,64775281
3,10,2,2,0,0.13,57,42718207
3,10,2,2,1,0.18,93,49646198
3,10,2,2,2,0.13,78,56807722
3,10,2,2,3,0.12,78,64775281
3,10,2,3,0,^,^,42718207
3,10,2,3,1,^,^,49646198
3,10,2,3,2,^,^,56807722
3,10,2,3,3,^,^,64775281
3,10,3,0,0,0.09,38,42718207
3,10,3,0,1,0.09,48,49646198
3,10,3,0,2,0.08,49,56807722
3,10,3,0,3,0.08,53,64775281
3,10,3,1,0,0.10,43,42718207
3,10,3,1,1,0.11,56,49646198
3,10,3,1,2,0.10,59,56807722
3,10,3,1,3,0.08,56,64775281
3,10,3,2,0,0.09,38,42718207
3,10,3,2,1,0.09,47,49646198
3,10,3,2,2,0.08,47,56807722
3,10,3,2,3,0.07,46,64775281
3,10,3,3,0,^,^,42718207
3,10,3,3,1,^,^,49646198
3,10,3,3,2,^,^,56807722
3,10,3,3,3,^,^,64775281
3,11,0,0,0,0.33,142,42718207
3,11,0,0,1,0.35,192,49646198
3,11,0,0,2,0.38,244,56807722
3,11,0,0,3,0.36,261,64775281
3,11,0,1,0,0.35,150,42718207
3,11,0,1,1,0.37,204,49646198
3,11,0,1,2,0.40,257,56807722
3,11,0,1,3,0.38,270,64775281
3,11,0,2,0,0.33,141,42718207
3,11,0,2,1,0.33,182,49646198
3,11,0,2,2,0.36,234,56807722
3,11,0,2,3,0.34,243,64775281
3,11,0,3,0,^,^,42718207
3,11,0,3,1,0.02,10,49646198
3,11,0,3,2,0.01,10,56807722
3,11,0,3,3,0.02,18,64775281
3,11,1,0,0,0.06,25,42718207
3,11,1,0,1,0.05,27,49646198
3,11,1,0,2,0.05,35,56807722
3,11,1,0,3,0.07,48,64775281
3,11,1,1,0,0.06,27,42718207
3,11,1,1,1,0.05,29,49646198
3,11,1,1,2,0.06,37,56807722
3,11,1,1,3,0.07,49,64775281
3,11,1,2,0,0.06,25,42718207
3,11,1,2,1,0.05,25,49646198
3,11,1,2,2,0.05,32,56807722
3,11,1,2,3,0.07,46,64775281
3,11,1,3,0,^,^,42718207
3,11,1,3,1,^,^,49646198
3,11,1,3,2,^,^,56807722
3,11,1,3,3,^,^,64775281
3,11,2,0,0,0.17,73,42718207
3,11,2,0,1,0.18,100,49646198
3,11,2,0,2,0.22,141,56807722
3,11,2,0,3,0.18,130,64775281
3,11,2,1,0,0.17,74,42718207
3,11,2,1,1,0.19,102,49646198
3,11,2,1,2,0.22,145,56807722
3,11,2,1,3,0.18,132,64775281
3,11,2,2,0,0.17,72,42718207
3,11,2,2,1,0.17,95,49646198
3,11,2,2,2,0.21,136,56807722
3,11,2,2,3,0.17,122,64775281
3,11,2,3,0,^,^,42718207
3,11,2,3,1,^,^,49646198
3,11,2,3,2,^,^,56807722
3,11,2,3,3,^,^,64775281
3,11,3,0,0,0.10,44,42718207
3,11,3,0,1,0.12,65,49646198
3,11,3,0,2,0.11,68,56807722
3,11,3,0,3,0.12,83,64775281
3,11,3,1,0,0.11,49,42718207
3,11,3,1,1,0.13,73,49646198
3,11,3,1,2,0.12,75,56807722
3,11,3,1,3,0.13,89,64775281
3,11,3,2,0,0.10,44,42718207
3,11,3,2,1,0.11,62,49646198
3,11,3,2,2,0.10,66,56807722
3,11,3,2,3,0.11,75,64775281
3,11,3,3,0,^,^,42718207
3,11,3,3,1,^,^,49646198
3,11,3,3,2,^,^,56807722
3,11,3,3,3,^,^,64775281
3,12,0,0,0,0.43,175,42718207
3,12,0,0,1,0.46,262,49646198
3,12,0,0,2,0.41,290,56807722
3,12,0,0,3,0.42,343,64775281
3,12,0,1,0,0.46,189,42718207
3,12,0,1,1,0.48,276,49646198
3,12,0,1,2,0.44,310,56807722
3,12,0,1,3,0.47,380,64775281
3,12,0,2,0,0.42,172,42718207
3,12,0,2,1,0.43,245,49646198
3,12,0,2,2,0.38,273,56807722
3,12,0,2,3,0.39,316,64775281
3,12,0,3,0,^,^,42718207
3,12,0,3,1,0.03,17,49646198
3,12,0,3,2,0.02,17,56807722
3,12,0,3,3,0.03,27,64775281
3,12,1,0,0,0.05,19,42718207
3,12,1,0,1,0.05,31,49646198
3,12,1,0,2,0.06,45,56807722
3,12,1,0,3,0.07,55,64775281
3,12,1,1,0,0.05,19,42718207
3,12,1,1,1,0.06,34,49646198
3,12,1,1,2,0.07,52,56807722
3,12,1,1,3,0.07,60,64775281
3,12,1,2,0,0.04,18,42718207
3,12,1,2,1,0.04,25,49646198
3,12,1,2,2,0.06,43,56807722
3,12,1,2,3,0.06,52,64775281
3,12,1,3,0,^,^,42718207
3,12,1,3,1,^,^,49646198
3,12,1,3,2,^,^,56807722
3,12,1,3,3,^,^,64775281
3,12,2,0,0,0.23,93,42718207
3,12,2,0,1,0.24,138,49646198
3,12,2,0,2,0.23,163,56807722
3,12,2,0,3,0.23,190,64775281
3,12,2,1,0,0.24,96,42718207
3,12,2,1,1,0.25,143,49646198
3,12,2,1,2,0.24,167,56807722
3,12,2,1,3,0.25,204,64775281
3,12,2,2,0,0.23,93,42718207
3,12,2,2,1,0.23,131,49646198
3,12,2,2,2,0.22,156,56807722
3,12,2,2,3,0.22,181,64775281
3,12,2,3,0,^,^,42718207
3,12,2,3,1,^,^,49646198
3,12,2,3,2,^,^,56807722
3,12,2,3,3,^,^,64775281
3,12,3,0,0,0.15,63,42718207
3,12,3,0,1,0.16,93,49646198
3,12,3,0,2,0.11,82,56807722
3,12,3,0,3,0.12,98,64775281
3,12,3,1,0,0.18,74,42718207
3,12,3,1,1,0.17,99,49646198
3,12,3,1,2,0.13,91,56807722
3,12,3,1,3,0.14,116,64775281
3,12,3,2,0,0.15,61,42718207
3,12,3,2,1,0.16,89,49646198
3,12,3,2,2,0.10,74,56807722
3,12,3,2,3,0.10,83,64775281
3,12,3,3,0,^,^,42718207
3,12,3,3,1,^,^,49646198
3,12,3,3,2,^,^,56807722
3,12,3,3,3,0.02,15,64775281
3,13,0,0,0,0.51,193,42718207
3,13,0,0,1,0.55,276,49646198
3,13,0,0,2,0.57,387,56807722
3,13,0,0,3,0.49,401,64775281
3,13,0,1,0,0.53,203,42718207
3,13,0,1,1,0.58,292,49646198
3,13,0,1,2,0.60,405,56807722
3,13,0,1,3,0.52,434,64775281
3,13,0,2,0,0.50,189,42718207
3,13,0,2,1,0.53,268,49646198
3,13,0,2,2,0.55,373,56807722
3,13,0,2,3,0.46,382,64775281
3,13,0,3,0,^,^,42718207
3,13,0,3,1,^,^,49646198
3,13,0,3,2,0.02,14,56807722
3,13,0,3,3,0.02,19,64775281
3,13,1,0,0,0.07,26,42718207
3,13,1,0,1,0.08,38,49646198
3,13,1,0,2,0.09,63,56807722
3,13,1,0,3,0.09,74,64775281
3,13,1,1,0,0.07,27,42718207
3,13,1,1,1,0.08,40,49646198
3,13,1,1,2,0.10,66,56807722
3,13,1,1,3,0.10,83,64775281
3,13,1,2,0,0.06,24,42718207
3,13,1,2,1,0.07,37,49646198
3,13,1,2,2,0.09,60,56807722
3,13,1,2,3,0.08,70,64775281
3,13,1,3,0,^,^,42718207
3,13,1,3,1,^,^,49646198
3,13,1,3,2,^,^,56807722
3,13,1,3,3,^,^,64775281
3,13,2,0,0,0.28,106,42718207
3,13,2,0,1,0.32,158,49646198
3,13,2,0,2,0.33,222,56807722
3,13,2,0,3,0.28,227,64775281
3,13,2,1,0,0.28,108,42718207
3,13,2,1,1,0.32,161,49646198
3,13,2,1,2,0.34,227,56807722
3,13,2,1,3,0.30,240,64775281
3,13,2,2,0,0.27,104,42718207
3,13,2,2,1,0.31,153,49646198
3,13,2,2,2,0.33,216,56807722
3,13,2,2,3,0.27,218,64775281
3,13,2,3,0,^,^,42718207
3,13,2,3,1,^,^,49646198
3,13,2,3,2,^,^,56807722
3,13,2,3,3,^,^,64775281
3,13,3,0,0,0.16,61,42718207
3,13,3,0,1,0.16,80,49646198
3,13,3,0,2,0.15,102,56807722
3,13,3,0,3,0.12,100,64775281
3,13,3,1,0,0.18,68,42718207
3,13,3,1,1,0.18,91,49646198
3,13,3,1,2,0.16,112,56807722
3,13,3,1,3,0.13,111,64775281
3,13,3,2,0,0.16,61,42718207
3,13,3,2,1,0.16,78,49646198
3,13,3,2,2,0.14,97,56807722
3,13,3,2,3,0.11,94,64775281
3,13,3,3,0,^,^,42718207
3,13,3,3,1,^,^,49646198
3,13,3,3,2,^,^,56807722
3,13,3,3,3,^,^,64775281
3,14,0,0,0,0.69,241,42718207
3,14,0,0,1,0.88,374,49646198
3,14,0,0,2,0.82,440,56807722
3,14,0,0,3,0.72,520,64775281
3,14,0,1,0,0.75,261,42718207
3,14,0,1,1,0.94,401,49646198
3,14,0,1,2,0.88,474,56807722
3,14,0,1,3,0.77,555,64775281
3,14,0,2,0,0.66,231,42718207
3,14,0,2,1,0.85,361,49646198
3,14,0,2,2,0.78,420,56807722
3,14,0,2,3,0.68,485,64775281
3,14,0,3,0,0.03,10,42718207
3,14,0,3,1,0.03,13,49646198
3,14,0,3,2,0.04,20,56807722
3,14,0,3,3,0.05,35,64775281
3,14,1,0,0,0.08,27,42718207
3,14,1,0,1,0.09,38,49646198
3,14,1,0,2,0.13,72,56807722
3,14,1,0,3,0.12,86,64775281
3,14,1,1,0,0.09,32,42718207
3,14,1,1,1,0.10,43,49646198
3,14,1,1,2,0.14,77,56807722
3,14,1,1,3,0.13,97,64775281
3,14,1,2,0,0.08,27,42718207
3,14,1,2,1,0.09,36,49646198
3,14,1,2,2,0.12,69,56807722
3,14,1,2,3,0.11,82,64775281
3,14,1,3,0,^,^,42718207
3,14,1,3,1,^,^,49646198
3,14,1,3,2,^,^,56807722
3,14,1,3,3,^,^,64775281
3,14,2,0,0,0.41,142,42718207
3,14,2,0,1,0.55,233,49646198
3,14,2,0,2,0.46,243,56807722
3,14,2,0,3,0.40,284,64775281
3,14,2,1,0,0.42,145,42718207
3,14,2,1,1,0.58,243,49646198
3,14,2,1,2,0.48,250,56807722
3,14,2,1,3,0.41,292,64775281
3,14,2,2,0,0.39,136,42718207
3,14,2,2,1,0.54,228,49646198
3,14,2,2,2,0.45,236,56807722
3,14,2,2,3,0.38,266,64775281
3,14,2,3,0,^,^,42718207
3,14,2,3,1,^,^,49646198
3,14,2,3,2,^,^,56807722
3,14,2,3,3,0.03,18,64775281
3,14,3,0,0,0.21,72,42718207
3,14,3,0,1,0.24,103,49646198
3,14,3,0,2,0.23,125,56807722
3,14,3,0,3,0.20,150,64775281
3,14,3,1,0,0.24,84,42718207
3,14,3,1,1,0.26,115,49646198
3,14,3,1,2,0.27,147,56807722
3,14,3,1,3,0.22,166,64775281
3,14,3,2,0,0.19,68,42718207
3,14,3,2,1,0.22,97,49646198
3,14,3,2,2,0.21,115,56807722
3,14,3,2,3,0.19,137,64775281
3,14,3,3,0,^,^,42718207
3,14,3,3,1,^,^,49646198
3,14,3,3,2,0.02,10,56807722
3,14,3,3,3,0.02,13,64775281
3,15,0,0,0,1.13,346,42718207
3,15,0,0,1,1.28,463,49646198
3,15,0,0,2,0.97,435,56807722
3,15,0,0,3,0.94,558,64775281
3,15,0,1,0,1.21,369,42718207
3,15,0,1,1,1.35,489,49646198
3,15,0,1,2,1.05,473,56807722
3,15,0,1,3,1.00,600,64775281
3,15,0,2,0,1.11,340,42718207
3,15,0,2,1,1.25,451,49646198
3,15,0,2,2,0.92,415,56807722
3,15,0,2,3,0.88,522,64775281
3,15,0,3,0,^,^,42718207
3,15,0,3,1,0.03,12,49646198
3,15,0,3,2,0.05,20,56807722
3,15,0,3,3,0.06,36,64775281
3,15,1,0,0,0.15,46,42718207
3,15,1,0,1,0.16,59,49646198
3,15,1,0,2,0.11,49,56807722
3,15,1,0,3,0.13,82,64775281
3,15,1,1,0,0.16,49,42718207
3,15,1,1,1,0.16,59,49646198
3,15,1,1,2,0.12,52,56807722
3,15,1,1,3,0.14,87,64775281
3,15,1,2,0,0.15,46,42718207
3,15,1,2,1,0.16,59,49646198
3,15,1,2,2,0.10,46,56807722
3,15,1,2,3,0.13,77,64775281
3,15,1,3,0,^,^,42718207
3,15,1,3,1,^,^,49646198
3,15,1,3,2,^,^,56807722
3,15,1,3,3,^,^,64775281
3,15,2,0,0,0.66,201,42718207
3,15,2,0,1,0.79,286,49646198
3,15,2,0,2,0.64,285,56807722
3,15,2,0,3,0.59,349,64775281
3,15,2,1,0,0.68,209,42718207
3,15,2,1,1,0.81,292,49646198
3,15,2,1,2,0.67,298,56807722
3,15,2,1,3,0.60,355,64775281
3,15,2,2,0,0.65,197,42718207
3,15,2,2,1,0.78,282,49646198
3,15,2,2,2,0.61,272,56807722
3,15,2,2,3,0.56,330,64775281
3,15,2,3,0,^,^,42718207
3,15,2,3,1,^,^,49646198
3,15,2,3,2,0.03,13,56807722
3,15,2,3,3,0.03,19,64775281
3,15,3,0,0,0.32,99,42718207
3,15,3,0,1,0.33,118,49646198
3,15,3,0,2,0.22,101,56807722
3,15,3,0,3,0.21,127,64775281
3,15,3,1,0,0.36,111,42718207
3,15,3,1,1,0.38,138,49646198
3,15,3,1,2,0.27,123,56807722
3,15,3,1,3,0.26,158,64775281
3,15,3,2,0,0.32,97,42718207
3,15,3,2,1,0.30,110,49646198
3,15,3,2,2,0.21,97,56807722
