"IM Race-Ethnicity no Unknown","18_Age Categories for NordPred","IM Subsite","IM Histology with All","IM 5-year LATEST","Age-Adjusted Rate","Count","Population"
0,11,0,3,3,0.02,91,346452871
0,11,1,0,0,0.10,392,347688122
0,11,1,0,1,0.12,524,346283967
0,11,1,0,2,0.12,588,347280455
0,11,1,0,3,0.12,511,346452871
0,11,1,1,0,0.10,420,347688122
0,11,1,1,1,0.12,556,346283967
0,11,1,1,2,0.13,623,347280455
0,11,1,1,3,0.12,538,346452871
0,11,1,2,0,0.09,388,347688122
0,11,1,2,1,0.11,516,346283967
0,11,1,2,2,0.12,577,347280455
0,11,1,2,3,0.11,495,346452871
0,11,1,3,0,^,^,347688122
0,11,1,3,1,^,^,346283967
0,11,1,3,2,0.00,11,347280455
0,11,1,3,3,0.00,16,346452871
0,11,2,0,0,0.05,223,347688122
0,11,2,0,1,0.07,305,346283967
0,11,2,0,2,0.06,305,347280455
0,11,2,0,3,0.06,272,346452871
0,11,2,1,0,0.06,238,347688122
0,11,2,1,1,0.07,316,346283967
0,11,2,1,2,0.07,323,347280455
0,11,2,1,3,0.06,286,346452871
0,11,2,2,0,0.05,214,347688122
0,11,2,2,1,0.06,278,346283967
0,11,2,2,2,0.06,264,347280455
0,11,2,2,3,0.05,239,346452871
0,11,2,3,0,^,^,347688122
0,11,2,3,1,0.01,27,346283967
0,11,2,3,2,0.01,41,347280455
0,11,2,3,3,0.01,33,346452871
0,11,3,0,0,0.05,190,347688122
0,11,3,0,1,0.05,217,346283967
0,11,3,0,2,0.05,239,347280455
0,11,3,0,3,0.05,213,346452871
0,11,3,1,0,0.05,217,347688122
0,11,3,1,1,0.06,258,346283967
0,11,3,1,2,0.06,293,347280455
0,11,3,1,3,0.06,241,346452871
0,11,3,2,0,0.04,183,347688122
0,11,3,2,1,0.04,196,346283967
0,11,3,2,2,0.05,217,347280455
0,11,3,2,3,0.04,171,346452871
0,11,3,3,0,^,^,347688122
0,11,3,3,1,0.00,21,346283967
0,11,3,3,2,0.00,22,347280455
0,11,3,3,3,0.01,42,346452871
0,12,0,0,0,0.24,1017,347688122
0,12,0,0,1,0.28,1423,346283967
0,12,0,0,2,0.28,1531,347280455
0,12,0,0,3,0.28,1580,346452871
0,12,0,1,0,0.26,1127,347688122
0,12,0,1,1,0.30,1536,346283967
0,12,0,1,2,0.30,1667,347280455
0,12,0,1,3,0.30,1709,346452871
0,12,0,2,0,0.23,985,347688122
0,12,0,2,1,0.27,1355,346283967
0,12,0,2,2,0.26,1434,347280455
0,12,0,2,3,0.25,1432,346452871
0,12,0,3,0,0.01,32,347688122
0,12,0,3,1,0.01,68,346283967
0,12,0,3,2,0.02,97,347280455
0,12,0,3,3,0.03,148,346452871
0,12,1,0,0,0.12,515,347688122
0,12,1,0,1,0.15,736,346283967
0,12,1,0,2,0.15,850,347280455
0,12,1,0,3,0.15,871,346452871
0,12,1,1,0,0.13,571,347688122
0,12,1,1,1,0.15,781,346283967
0,12,1,1,2,0.16,913,347280455
0,12,1,1,3,0.16,935,346452871
0,12,1,2,0,0.12,508,347688122
0,12,1,2,1,0.14,724,346283967
0,12,1,2,2,0.15,836,347280455
0,12,1,2,3,0.15,846,346452871
0,12,1,3,0,^,^,347688122
0,12,1,3,1,0.00,12,346283967
0,12,1,3,2,0.00,14,347280455
0,12,1,3,3,0.00,25,346452871
0,12,2,0,0,0.06,265,347688122
0,12,2,0,1,0.09,441,346283967
0,12,2,0,2,0.07,390,347280455
0,12,2,0,3,0.07,408,346452871
0,12,2,1,0,0.06,276,347688122
0,12,2,1,1,0.09,461,346283967
0,12,2,1,2,0.07,406,347280455
0,12,2,1,3,0.08,430,346452871
0,12,2,2,0,0.06,251,347688122
0,12,2,2,1,0.08,413,346283967
0,12,2,2,2,0.06,346,347280455
0,12,2,2,3,0.06,342,346452871
0,12,2,3,0,0.00,14,347688122
0,12,2,3,1,0.01,28,346283967
0,12,2,3,2,0.01,44,347280455
0,12,2,3,3,0.01,66,346452871
0,12,3,0,0,0.06,237,347688122
0,12,3,0,1,0.05,246,346283967
0,12,3,0,2,0.05,291,347280455
0,12,3,0,3,0.05,301,346452871
0,12,3,1,0,0.07,280,347688122
0,12,3,1,1,0.06,294,346283967
0,12,3,1,2,0.06,348,347280455
0,12,3,1,3,0.06,344,346452871
0,12,3,2,0,0.05,226,347688122
0,12,3,2,1,0.04,218,346283967
0,12,3,2,2,0.05,252,347280455
0,12,3,2,3,0.04,244,346452871
0,12,3,3,0,0.00,11,347688122
0,12,3,3,1,0.01,28,346283967
0,12,3,3,2,0.01,39,347280455
0,12,3,3,3,0.01,57,346452871
0,13,0,0,0,0.33,1347,347688122
0,13,0,0,1,0.38,1807,346283967
0,13,0,0,2,0.36,2028,347280455
0,13,0,0,3,0.36,2192,346452871
0,13,0,1,0,0.36,1485,347688122
0,13,0,1,1,0.41,1960,346283967
0,13,0,1,2,0.38,2185,347280455
0,13,0,1,3,0.39,2372,346452871
0,13,0,2,0,0.32,1318,347688122
0,13,0,2,1,0.36,1721,346283967
0,13,0,2,2,0.33,1910,347280455
0,13,0,2,3,0.32,1971,346452871
0,13,0,3,0,0.01,29,347688122
0,13,0,3,1,0.02,86,346283967
0,13,0,3,2,0.02,118,347280455
0,13,0,3,3,0.04,221,346452871
0,13,1,0,0,0.15,627,347688122
0,13,1,0,1,0.19,892,346283967
0,13,1,0,2,0.19,1110,347280455
0,13,1,0,3,0.20,1210,346452871
0,13,1,1,0,0.17,681,347688122
0,13,1,1,1,0.20,951,346283967
0,13,1,1,2,0.20,1172,347280455
0,13,1,1,3,0.21,1282,346452871
0,13,1,2,0,0.15,623,347688122
0,13,1,2,1,0.18,873,346283967
0,13,1,2,2,0.19,1093,347280455
0,13,1,2,3,0.19,1180,346452871
0,13,1,3,0,^,^,347688122
0,13,1,3,1,0.00,19,346283967
0,13,1,3,2,0.00,17,347280455
0,13,1,3,3,0.01,30,346452871
0,13,2,0,0,0.10,394,347688122
0,13,2,0,1,0.12,550,346283967
0,13,2,0,2,0.09,524,347280455
0,13,2,0,3,0.10,583,346452871
0,13,2,1,0,0.10,416,347688122
0,13,2,1,1,0.12,588,346283967
0,13,2,1,2,0.10,551,347280455
0,13,2,1,3,0.10,612,346452871
0,13,2,2,0,0.09,381,347688122
0,13,2,2,1,0.11,511,346283967
0,13,2,2,2,0.08,471,347280455
0,13,2,2,3,0.08,469,346452871
0,13,2,3,0,0.00,13,347688122
0,13,2,3,1,0.01,39,346283967
0,13,2,3,2,0.01,53,347280455
0,13,2,3,3,0.02,114,346452871
0,13,3,0,0,0.08,326,347688122
0,13,3,0,1,0.08,365,346283967
0,13,3,0,2,0.07,394,347280455
0,13,3,0,3,0.07,399,346452871
0,13,3,1,0,0.10,388,347688122
0,13,3,1,1,0.09,421,346283967
0,13,3,1,2,0.08,462,347280455
0,13,3,1,3,0.08,478,346452871
0,13,3,2,0,0.08,314,347688122
0,13,3,2,1,0.07,337,346283967
0,13,3,2,2,0.06,346,347280455
0,13,3,2,3,0.05,322,346452871
0,13,3,3,0,0.00,12,347688122
0,13,3,3,1,0.01,28,346283967
0,13,3,3,2,0.01,48,347280455
0,13,3,3,3,0.01,77,346452871
0,14,0,0,0,0.42,1607,347688122
0,14,0,0,1,0.51,2103,346283967
0,14,0,0,2,0.49,2408,347280455
0,14,0,0,3,0.49,2765,346452871
0,14,0,1,0,0.46,1782,347688122
0,14,0,1,1,0.55,2275,346283967
0,14,0,1,2,0.53,2605,347280455
0,14,0,1,3,0.53,2983,346452871
0,14,0,2,0,0.40,1550,347688122
0,14,0,2,1,0.48,1992,346283967
0,14,0,2,2,0.45,2232,347280455
0,14,0,2,3,0.44,2487,346452871
0,14,0,3,0,0.01,57,347688122
0,14,0,3,1,0.03,111,346283967
0,14,0,3,2,0.04,176,347280455
0,14,0,3,3,0.05,278,346452871
0,14,1,0,0,0.18,714,347688122
0,14,1,0,1,0.24,992,346283967
0,14,1,0,2,0.25,1230,347280455
0,14,1,0,3,0.26,1493,346452871
0,14,1,1,0,0.20,790,347688122
0,14,1,1,1,0.25,1052,346283967
0,14,1,1,2,0.26,1299,347280455
0,14,1,1,3,0.28,1573,346452871
0,14,1,2,0,0.18,707,347688122
0,14,1,2,1,0.24,976,346283967
0,14,1,2,2,0.24,1201,347280455
0,14,1,2,3,0.25,1450,346452871
0,14,1,3,0,^,^,347688122
0,14,1,3,1,0.00,16,346283967
0,14,1,3,2,0.01,29,347280455
0,14,1,3,3,0.01,43,346452871
0,14,2,0,0,0.14,538,347688122
0,14,2,0,1,0.17,682,346283967
0,14,2,0,2,0.15,711,347280455
0,14,2,0,3,0.14,768,346452871
0,14,2,1,0,0.15,565,347688122
0,14,2,1,1,0.18,718,346283967
0,14,2,1,2,0.16,752,347280455
0,14,2,1,3,0.15,806,346452871
0,14,2,2,0,0.13,507,347688122
0,14,2,2,1,0.15,624,346283967
0,14,2,2,2,0.13,624,347280455
0,14,2,2,3,0.11,633,346452871
0,14,2,3,0,0.01,31,347688122
0,14,2,3,1,0.01,58,346283967
0,14,2,3,2,0.02,87,347280455
0,14,2,3,3,0.03,135,346452871
0,14,3,0,0,0.09,355,347688122
0,14,3,0,1,0.10,429,346283967
0,14,3,0,2,0.09,467,347280455
0,14,3,0,3,0.09,504,346452871
0,14,3,1,0,0.11,427,347688122
0,14,3,1,1,0.12,505,346283967
0,14,3,1,2,0.11,554,347280455
0,14,3,1,3,0.10,604,346452871
0,14,3,2,0,0.09,336,347688122
0,14,3,2,1,0.09,392,346283967
0,14,3,2,2,0.08,407,347280455
0,14,3,2,3,0.07,404,346452871
0,14,3,3,0,0.00,19,347688122
0,14,3,3,1,0.01,37,346283967
0,14,3,3,2,0.01,60,347280455
0,14,3,3,3,0.02,100,346452871
0,15,0,0,0,0.57,2203,347688122
0,15,0,0,1,0.64,2417,346283967
0,15,0,0,2,0.65,2641,347280455
0,15,0,0,3,0.61,2997,346452871
0,15,0,1,0,0.63,2438,347688122
0,15,0,1,1,0.71,2643,346283967
0,15,0,1,2,0.70,2858,347280455
0,15,0,1,3,0.66,3253,346452871
0,15,0,2,0,0.55,2122,347688122
0,15,0,2,1,0.61,2284,346283967
0,15,0,2,2,0.60,2432,347280455
0,15,0,2,3,0.55,2682,346452871
0,15,0,3,0,0.02,81,347688122
0,15,0,3,1,0.03,133,346283967
0,15,0,3,2,0.05,209,347280455
0,15,0,3,3,0.07,315,346452871
0,15,1,0,0,0.21,802,347688122
0,15,1,0,1,0.27,1025,346283967
0,15,1,0,2,0.31,1243,347280455
0,15,1,0,3,0.30,1466,346452871
0,15,1,1,0,0.23,894,347688122
0,15,1,1,1,0.29,1098,346283967
0,15,1,1,2,0.33,1326,347280455
0,15,1,1,3,0.32,1560,346452871
0,15,1,2,0,0.20,793,347688122
0,15,1,2,1,0.27,1010,346283967
0,15,1,2,2,0.30,1211,347280455
0,15,1,2,3,0.29,1430,346452871
0,15,1,3,0,^,^,347688122
0,15,1,3,1,0.00,15,346283967
0,15,1,3,2,0.01,32,347280455
0,15,1,3,3,0.01,36,346452871
0,15,2,0,0,0.21,806,347688122
0,15,2,0,1,0.22,818,346283967
0,15,2,0,2,0.21,866,347280455
0,15,2,0,3,0.19,943,346452871
0,15,2,1,0,0.22,845,347688122
0,15,2,1,1,0.23,875,346283967
0,15,2,1,2,0.22,907,347280455
0,15,2,1,3,0.20,993,346452871
0,15,2,2,0,0.20,769,347688122
0,15,2,2,1,0.20,751,346283967
0,15,2,2,2,0.19,759,347280455
0,15,2,2,3,0.16,796,346452871
0,15,2,3,0,0.01,37,347688122
0,15,2,3,1,0.02,67,346283967
0,15,2,3,2,0.03,107,347280455
0,15,2,3,3,0.03,147,346452871
0,15,3,0,0,0.15,595,347688122
0,15,3,0,1,0.15,574,346283967
0,15,3,0,2,0.13,532,347280455
0,15,3,0,3,0.12,588,346452871
0,15,3,1,0,0.18,699,347688122
0,15,3,1,1,0.18,670,346283967
0,15,3,1,2,0.15,625,347280455
0,15,3,1,3,0.14,700,346452871
0,15,3,2,0,0.14,560,347688122
0,15,3,2,1,0.14,523,346283967
0,15,3,2,2,0.11,462,347280455
0,15,3,2,3,0.09,456,346452871
0,15,3,3,0,0.01,35,347688122
0,15,3,3,1,0.01,51,346283967
0,15,3,3,2,0.02,70,347280455
0,15,3,3,3,0.03,132,346452871
0,16,0,0,0,0.63,2551,347688122
0,16,0,0,1,0.72,2868,346283967
0,16,0,0,2,0.68,2734,347280455
0,16,0,0,3,0.64,2841,346452871
0,16,0,1,0,0.69,2806,347688122
0,16,0,1,1,0.79,3143,346283967
0,16,0,1,2,0.74,2971,347280455
0,16,0,1,3,0.69,3072,346452871
0,16,0,2,0,0.61,2472,347688122
0,16,0,2,1,0.68,2691,346283967
0,16,0,2,2,0.62,2467,347280455
0,16,0,2,3,0.56,2481,346452871
0,16,0,3,0,0.02,79,347688122
0,16,0,3,1,0.04,177,346283967
0,16,0,3,2,0.06,267,347280455
0,16,0,3,3,0.08,360,346452871
0,16,1,0,0,0.21,865,347688122
0,16,1,0,1,0.28,1120,346283967
0,16,1,0,2,0.28,1117,347280455
0,16,1,0,3,0.28,1235,346452871
0,16,1,1,0,0.23,928,347688122
0,16,1,1,1,0.30,1188,346283967
0,16,1,1,2,0.30,1185,347280455
0,16,1,1,3,0.30,1310,346452871
0,16,1,2,0,0.21,855,347688122
0,16,1,2,1,0.28,1099,346283967
0,16,1,2,2,0.28,1091,347280455
0,16,1,2,3,0.28,1200,346452871
0,16,1,3,0,0.00,10,347688122
0,16,1,3,1,0.01,21,346283967
0,16,1,3,2,0.01,26,347280455
0,16,1,3,3,0.01,35,346452871
0,16,2,0,0,0.24,998,347688122
0,16,2,0,1,0.28,1123,346283967
0,16,2,0,2,0.25,1007,347280455
0,16,2,0,3,0.23,1064,346452871
0,16,2,1,0,0.26,1047,347688122
0,16,2,1,1,0.29,1180,346283967
0,16,2,1,2,0.26,1046,347280455
0,16,2,1,3,0.24,1109,346452871
0,16,2,2,0,0.24,969,347688122
0,16,2,2,1,0.26,1038,346283967
0,16,2,2,2,0.21,865,347280455
0,16,2,2,3,0.19,868,346452871
0,16,2,3,0,0.01,29,347688122
0,16,2,3,1,0.02,85,346283967
0,16,2,3,2,0.03,142,347280455
0,16,2,3,3,0.04,196,346452871
0,16,3,0,0,0.17,688,347688122
0,16,3,0,1,0.16,625,346283967
0,16,3,0,2,0.15,610,347280455
0,16,3,0,3,0.12,542,346452871
0,16,3,1,0,0.20,831,347688122
0,16,3,1,1,0.20,775,346283967
0,16,3,1,2,0.19,740,347280455
0,16,3,1,3,0.15,653,346452871
0,16,3,2,0,0.16,648,347688122
0,16,3,2,1,0.14,554,346283967
0,16,3,2,2,0.13,511,347280455
0,16,3,2,3,0.09,413,346452871
0,16,3,3,0,0.01,40,347688122
0,16,3,3,1,0.02,71,346283967
0,16,3,3,2,0.02,99,347280455
0,16,3,3,3,0.03,129,346452871
0,17,0,0,0,0.53,2357,347688122
0,17,0,0,1,0.59,2792,346283967
0,17,0,0,2,0.59,2785,347280455
0,17,0,0,3,0.53,2543,346452871
0,17,0,1,0,0.61,2702,347688122
0,17,0,1,1,0.67,3133,346283967
0,17,0,1,2,0.64,3050,347280455
0,17,0,1,3,0.58,2797,346452871
0,17,0,2,0,0.52,2289,347688122
0,17,0,2,1,0.56,2607,346283967
0,17,0,2,2,0.54,2535,347280455
0,17,0,2,3,0.46,2211,346452871
0,17,0,3,0,0.02,68,347688122
0,17,0,3,1,0.04,185,346283967
0,17,0,3,2,0.05,250,347280455
0,17,0,3,3,0.06,332,346452871
0,17,1,0,0,0.15,673,347688122
0,17,1,0,1,0.19,870,346283967
0,17,1,0,2,0.21,980,347280455
0,17,1,0,3,0.19,914,346452871
0,17,1,1,0,0.17,752,347688122
0,17,1,1,1,0.20,943,346283967
0,17,1,1,2,0.22,1042,347280455
0,17,1,1,3,0.21,980,346452871
0,17,1,2,0,0.15,663,347688122
0,17,1,2,1,0.18,853,346283967
0,17,1,2,2,0.20,959,347280455
0,17,1,2,3,0.19,883,346452871
0,17,1,3,0,0.00,10,347688122
0,17,1,3,1,0.00,17,346283967
0,17,1,3,2,0.00,21,347280455
0,17,1,3,3,0.01,31,346452871
0,17,2,0,0,0.23,1043,347688122
0,17,2,0,1,0.26,1224,346283967
0,17,2,0,2,0.25,1178,347280455
0,17,2,0,3,0.21,1065,346452871
0,17,2,1,0,0.25,1115,347688122
0,17,2,1,1,0.28,1303,346283967
0,17,2,1,2,0.26,1242,347280455
0,17,2,1,3,0.23,1125,346452871
0,17,2,2,0,0.23,1006,347688122
0,17,2,2,1,0.24,1127,346283967
0,17,2,2,2,0.22,1041,347280455
0,17,2,2,3,0.18,882,346452871
0,17,2,3,0,0.01,37,347688122
0,17,2,3,1,0.02,97,346283967
0,17,2,3,2,0.03,137,347280455
0,17,2,3,3,0.03,183,346452871
0,17,3,0,0,0.14,641,347688122
0,17,3,0,1,0.15,698,346283967
0,17,3,0,2,0.13,627,347280455
0,17,3,0,3,0.12,564,346452871
0,17,3,1,0,0.19,835,347688122
0,17,3,1,1,0.19,887,346283967
0,17,3,1,2,0.16,766,347280455
0,17,3,1,3,0.15,692,346452871
0,17,3,2,0,0.14,620,347688122
0,17,3,2,1,0.13,627,346283967
0,17,3,2,2,0.11,535,347280455
0,17,3,2,3,0.10,446,346452871
0,17,3,3,0,0.00,21,347688122
0,17,3,3,1,0.01,71,346283967
0,17,3,3,2,0.02,92,347280455
0,17,3,3,3,0.02,118,346452871
0,18,0,0,0,0.56,2459,347688122
0,18,0,0,1,0.57,2819,346283967
0,18,0,0,2,0.51,2821,347280455
0,18,0,0,3,0.47,2691,346452871
0,18,0,1,0,0.69,3005,347688122
0,18,0,1,1,0.68,3359,346283967
0,18,0,1,2,0.61,3373,347280455
0,18,0,1,3,0.54,3132,346452871
0,18,0,2,0,0.55,2392,347688122
0,18,0,2,1,0.55,2687,346283967
0,18,0,2,2,0.48,2634,347280455
0,18,0,2,3,0.42,2454,346452871
0,18,0,3,0,0.02,67,347688122
0,18,0,3,1,0.03,132,346283967
0,18,0,3,2,0.03,187,347280455
0,18,0,3,3,0.04,237,346452871
0,18,1,0,0,0.12,522,347688122
0,18,1,0,1,0.14,675,346283967
0,18,1,0,2,0.14,789,347280455
0,18,1,0,3,0.14,827,346452871
0,18,1,1,0,0.13,580,347688122
0,18,1,1,1,0.15,746,346283967
0,18,1,1,2,0.16,866,347280455
0,18,1,1,3,0.15,889,346452871
0,18,1,2,0,0.12,515,347688122
0,18,1,2,1,0.13,662,346283967
0,18,1,2,2,0.14,772,347280455
0,18,1,2,3,0.14,805,346452871
0,18,1,3,0,^,^,347688122
0,18,1,3,1,0.00,13,346283967
0,18,1,3,2,0.00,17,347280455
0,18,1,3,3,0.00,22,346452871
0,18,2,0,0,0.29,1243,347688122
0,18,2,0,1,0.29,1413,346283967
0,18,2,0,2,0.24,1353,347280455
0,18,2,0,3,0.22,1250,346452871
0,18,2,1,0,0.31,1366,347688122
0,18,2,1,1,0.31,1520,346283967
0,18,2,1,2,0.26,1458,347280455
0,18,2,1,3,0.23,1339,346452871
0,18,2,2,0,0.28,1216,347688122
0,18,2,2,1,0.27,1348,346283967
0,18,2,2,2,0.23,1257,347280455
0,18,2,2,3,0.19,1121,346452871
0,18,2,3,0,0.01,27,347688122
0,18,2,3,1,0.01,65,346283967
0,18,2,3,2,0.02,96,347280455
0,18,2,3,3,0.02,129,346452871
0,18,3,0,0,0.16,694,347688122
0,18,3,0,1,0.15,731,346283967
0,18,3,0,2,0.12,679,347280455
0,18,3,0,3,0.11,614,346452871
0,18,3,1,0,0.24,1059,347688122
0,18,3,1,1,0.22,1093,346283967
0,18,3,1,2,0.19,1049,347280455
0,18,3,1,3,0.16,904,346452871
0,18,3,2,0,0.15,661,347688122
0,18,3,2,1,0.14,677,346283967
0,18,3,2,2,0.11,605,347280455
0,18,3,2,3,0.09,528,346452871
0,18,3,3,0,0.01,33,347688122
0,18,3,3,1,0.01,54,346283967
0,18,3,3,2,0.01,74,347280455
0,18,3,3,3,0.01,86,346452871
0,19,0,0,0,3.76,15390,347688122
0,19,0,0,1,4.30,18559,346283967
0,19,0,0,2,4.13,19221,347280455
0,19,0,0,3,3.95,19718,346452871
0,19,0,1,0,4.23,17350,347688122
0,19,0,1,1,4.75,20557,346283967
0,19,0,1,2,4.54,21162,347280455
0,19,0,1,3,4.32,21578,346452871
0,19,0,2,0,3.64,14915,347688122
0,19,0,2,1,4.05,17519,346283967
0,19,0,2,2,3.82,17763,347280455
0,19,0,2,3,3.53,17624,346452871
0,19,0,3,0,0.12,475,347688122
0,19,0,3,1,0.24,1040,346283967
0,19,0,3,2,0.31,1458,347280455
0,19,0,3,3,0.42,2094,346452871
0,19,1,0,0,1.38,5586,347688122
0,19,1,0,1,1.72,7397,346283967
0,19,1,0,2,1.82,8429,347280455
0,19,1,0,3,1.81,9040,346452871
0,19,1,1,0,1.51,6120,347688122
0,19,1,1,1,1.85,7920,346283967
0,19,1,1,2,1.93,8971,347280455
0,19,1,1,3,1.92,9606,346452871
0,19,1,2,0,1.36,5517,347688122
0,19,1,2,1,1.69,7260,346283967
0,19,1,2,2,1.78,8252,347280455
0,19,1,2,3,1.76,8787,346452871
0,19,1,3,0,0.02,69,347688122
0,19,1,3,1,0.03,137,346283967
0,19,1,3,2,0.04,177,347280455
0,19,1,3,3,0.05,253,346452871
0,19,2,0,0,1.40,5781,347688122
0,19,2,0,1,1.59,6936,346283967
0,19,2,0,2,1.43,6687,347280455
0,19,2,0,3,1.33,6696,346452871
0,19,2,1,0,1.49,6152,347688122
0,19,2,1,1,1.68,7353,346283967
0,19,2,1,2,1.51,7047,347280455
0,19,2,1,3,1.41,7055,346452871
0,19,2,2,0,1.35,5570,347688122
0,19,2,2,1,1.47,6430,346283967
0,19,2,2,2,1.27,5940,347280455
0,19,2,2,3,1.13,5639,346452871
0,19,2,3,0,0.05,211,347688122
0,19,2,3,1,0.12,506,346283967
0,19,2,3,2,0.16,747,347280455
0,19,2,3,3,0.21,1057,346452871
0,19,3,0,0,0.98,4023,347688122
0,19,3,0,1,0.98,4226,346283967
0,19,3,0,2,0.89,4105,347280455
0,19,3,0,3,0.81,3982,346452871
0,19,3,1,0,1.24,5078,347688122
0,19,3,1,1,1.22,5284,346283967
0,19,3,1,2,1.10,5144,347280455
0,19,3,1,3,0.99,4917,346452871
0,19,3,2,0,0.93,3828,347688122
0,19,3,2,1,0.89,3829,346283967
0,19,3,2,2,0.77,3571,347280455
0,19,3,2,3,0.65,3198,346452871
0,19,3,3,0,0.05,195,347688122
0,19,3,3,1,0.09,397,346283967
0,19,3,3,2,0.11,534,347280455
0,19,3,3,3,0.16,784,346452871
1,0,0,0,0,^,^,69616567
1,0,0,0,1,^,^,72788132
1,0,0,0,2,^,^,77204724
1,0,0,0,3,^,^,81463814
1,0,0,1,0,^,^,69616567
1,0,0,1,1,^,^,72788132
1,0,0,1,2,^,^,77204724
1,0,0,1,3,^,^,81463814
1,0,0,2,0,^,^,69616567
1,0,0,2,1,^,^,72788132
1,0,0,2,2,^,^,77204724
1,0,0,2,3,^,^,81463814
1,0,0,3,0,^,^,69616567
1,0,0,3,1,^,^,72788132
1,0,0,3,2,^,^,77204724
1,0,0,3,3,^,^,81463814
1,0,1,0,0,^,^,69616567
1,0,1,0,1,^,^,72788132
1,0,1,0,2,^,^,77204724
1,0,1,0,3,^,^,81463814
1,0,1,1,0,^,^,69616567
1,0,1,1,1,^,^,72788132
1,0,1,1,2,^,^,77204724
1,0,1,1,3,^,^,81463814
1,0,1,2,0,^,^,69616567
1,0,1,2,1,^,^,72788132
1,0,1,2,2,^,^,77204724
1,0,1,2,3,^,^,81463814
1,0,1,3,0,^,^,69616567
1,0,1,3,1,^,^,72788132
1,0,1,3,2,^,^,77204724
1,0,1,3,3,^,^,81463814
1,0,2,0,0,^,^,69616567
1,0,2,0,1,^,^,72788132
1,0,2,0,2,^,^,77204724
1,0,2,0,3,^,^,81463814
1,0,2,1,0,^,^,69616567
1,0,2,1,1,^,^,72788132
1,0,2,1,2,^,^,77204724
1,0,2,1,3,^,^,81463814
1,0,2,2,0,^,^,69616567
1,0,2,2,1,^,^,72788132
1,0,2,2,2,^,^,77204724
1,0,2,2,3,^,^,81463814
1,0,2,3,0,^,^,69616567
1,0,2,3,1,^,^,72788132
1,0,2,3,2,^,^,77204724
1,0,2,3,3,^,^,81463814
1,0,3,0,0,^,^,69616567
1,0,3,0,1,^,^,72788132
1,0,3,0,2,^,^,77204724
1,0,3,0,3,^,^,81463814
1,0,3,1,0,^,^,69616567
1,0,3,1,1,^,^,72788132
1,0,3,1,2,^,^,77204724
1,0,3,1,3,^,^,81463814
1,0,3,2,0,^,^,69616567
1,0,3,2,1,^,^,72788132
1,0,3,2,2,^,^,77204724
1,0,3,2,3,^,^,81463814
1,0,3,3,0,^,^,69616567
1,0,3,3,1,^,^,72788132
1,0,3,3,2,^,^,77204724
1,0,3,3,3,^,^,81463814
1,1,0,0,0,^,^,69616567
1,1,0,0,1,^,^,72788132
1,1,0,0,2,^,^,77204724
1,1,0,0,3,^,^,81463814
1,1,0,1,0,^,^,69616567
1,1,0,1,1,^,^,72788132
1,1,0,1,2,^,^,77204724
1,1,0,1,3,^,^,81463814
1,1,0,2,0,^,^,69616567
1,1,0,2,1,^,^,72788132
1,1,0,2,2,^,^,77204724
1,1,0,2,3,^,^,81463814
1,1,0,3,0,^,^,69616567
1,1,0,3,1,^,^,72788132
1,1,0,3,2,^,^,77204724
1,1,0,3,3,^,^,81463814
1,1,1,0,0,^,^,69616567
1,1,1,0,1,^,^,72788132
1,1,1,0,2,^,^,77204724
1,1,1,0,3,^,^,81463814
1,1,1,1,0,^,^,69616567
1,1,1,1,1,^,^,72788132
1,1,1,1,2,^,^,77204724
1,1,1,1,3,^,^,81463814
1,1,1,2,0,^,^,69616567
1,1,1,2,1,^,^,72788132
1,1,1,2,2,^,^,77204724
1,1,1,2,3,^,^,81463814
1,1,1,3,0,^,^,69616567
1,1,1,3,1,^,^,72788132
1,1,1,3,2,^,^,77204724
1,1,1,3,3,^,^,81463814
1,1,2,0,0,^,^,69616567
1,1,2,0,1,^,^,72788132
1,1,2,0,2,^,^,77204724
1,1,2,0,3,^,^,81463814
1,1,2,1,0,^,^,69616567
1,1,2,1,1,^,^,72788132
1,1,2,1,2,^,^,77204724
1,1,2,1,3,^,^,81463814
1,1,2,2,0,^,^,69616567
1,1,2,2,1,^,^,72788132
1,1,2,2,2,^,^,77204724
1,1,2,2,3,^,^,81463814
1,1,2,3,0,^,^,69616567
1,1,2,3,1,^,^,72788132
1,1,2,3,2,^,^,77204724
1,1,2,3,3,^,^,81463814
1,1,3,0,0,^,^,69616567
1,1,3,0,1,^,^,72788132
1,1,3,0,2,^,^,77204724
1,1,3,0,3,^,^,81463814
1,1,3,1,0,^,^,69616567
1,1,3,1,1,^,^,72788132
1,1,3,1,2,^,^,77204724
1,1,3,1,3,^,^,81463814
1,1,3,2,0,^,^,69616567
1,1,3,2,1,^,^,72788132
1,1,3,2,2,^,^,77204724
1,1,3,2,3,^,^,81463814
1,1,3,3,0,^,^,69616567
1,1,3,3,1,^,^,72788132
1,1,3,3,2,^,^,77204724
1,1,3,3,3,^,^,81463814
1,2,0,0,0,^,^,69616567
1,2,0,0,1,^,^,72788132
1,2,0,0,2,^,^,77204724
1,2,0,0,3,^,^,81463814
1,2,0,1,0,^,^,69616567
1,2,0,1,1,^,^,72788132
1,2,0,1,2,^,^,77204724
1,2,0,1,3,^,^,81463814
1,2,0,2,0,^,^,69616567
1,2,0,2,1,^,^,72788132
1,2,0,2,2,^,^,77204724
1,2,0,2,3,^,^,81463814
